Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 178d,51 (10-0-41 19.61%),37 (0.73),←,
15,"Anderson, Noah",19y 171d,10 (4-0-6 40.00%),3 (0.30),←,
10,"Ballard, Charlie",21y 14d,41 (8-0-33 19.51%),1 (0.02),←,
3,"Bowes, Jack",22y 193d,52 (12-0-40 23.08%),12 (0.23),←,
35,"Budarick, Connor",19y 122d,10 (4-0-6 40.00%),1 (0.10),←,
25,"Collins, Sam",26y 52d,33 (10-0-23 30.30%),,19 (7-0-12 36.84%),
12,"Day, Sam",27y 335d,130 (36-1-93 28.08%),92 (0.71),←,
4,"Ellis, Brandon",27y 3d,185 (112-1-72 60.81%),61 (0.33),9 (3-0-6 33.33%),3 (0.33)
21,"Greenwood, Hugh",28y 153d,61 (34-1-26 56.56%),37 (0.61),10 (4-0-6 40.00%),1 (0.10)
5,"Harbrow, Jarrod",32y 19d,254 (88-2-164 35.04%),54 (0.21),184 (48-1-135 26.36%),33 (0.18)
39,"Holman, Nick",25y 69d,53 (12-0-41 22.64%),23 (0.43),44 (11-0-33 25.00%),23 (0.52)
34,"King, Ben",20y 30d,24 (4-0-20 16.67%),33 (1.38),←,
23,"Lemmens, Sean",25y 278d,90 (23-1-66 26.11%),24 (0.27),←,
13,"Lukosius, Jack",19y 363d,31 (7-0-24 22.58%),6 (0.19),←,
11,"Miller, Touk",24y 166d,110 (24-1-85 22.27%),31 (0.28),←,
27,"Powell, Wil",20y 346d,28 (8-0-20 28.57%),11 (0.39),←,
22,"Rankine, Izak",20y 105d,5 (1-0-4 20.00%),8 (1.60),←,
6,"Sexton, Alex",26y 247d,128 (32-0-96 25.00%),118 (0.92),←,
37,"Sharp, Jeremy",18y 359d,1 (0-0-1 0.00%),,←,
24,"Swallow, David",27y 261d,148 (37-0-111 25.00%),71 (0.48),←,
14,"Weller, Lachie",24y 165d,96 (24-0-72 25.00%),31 (0.32),49 (10-0-39 20.41%),14 (0.29)
28,"Witts, Jarrod",27y 328d,112 (35-0-77 31.25%),25 (0.22),72 (17-0-55 23.61%),7 (0.10)
Totals,Totals,24y 14d,1653 (525-7-1121 31.76%),679 (0.41),,
C,"Dew, Stuart",40y 354d,54 (11-0-43 20.37%),,←,
