Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",6,2,3,9,1,1.0,,3.0,,2.0,1.0,,1.0,,,5.0,3.0,1.0,,,,1.0,88.0
28,"Bell, Tom",11,1,4,15,1,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,,6.0,8.0,,,5.0,,1.0,87.0
12 ↑,"Boekhorst, Blaine",2,,4,6,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,5.0,,,,,,35.0
7,"Buckley, Dylan",5,1,8,13,,,,,6.0,,,5.0,,1.0,,3.0,9.0,,,,,,81.0
9,"Cripps, Patrick",6,2,14,20,,,,6.0,2.0,,5.0,3.0,1.0,2.0,,12.0,8.0,1.0,1.0,,,,82.0
35,"Curnow, Ed",7,2,13,20,,,,5.0,,3.0,3.0,3.0,,1.0,,10.0,10.0,,,1.0,,,87.0
15,"Docherty, Sam",17,6,7,24,,,,2.0,9.0,,2.0,4.0,1.0,,,5.0,15.0,,,4.0,1.0,,90.0
46,"Ellard, David",6,2,6,12,1,1.0,,5.0,,1.0,1.0,,1.0,,,9.0,3.0,,,,,1.0,79.0
33,"Everitt, Andrejs",8,2,7,15,,,1.0,3.0,3.0,2.0,1.0,,1.0,,,3.0,12.0,,,,,,93.0
4,"Gibbs, Bryce",7,2,10,17,,,,,2.0,3.0,3.0,5.0,,2.0,,8.0,9.0,,1.0,2.0,,,86.0
23 ↓,"Henderson, Lachie",,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,53.0
18,"Jaksch, Kristian",4,3,4,8,,,,1.0,3.0,,,,,,,2.0,5.0,,,11.0,,,96.0
14,"Jones, Liam",6,3,2,8,,1.0,,2.0,,,,1.0,2.0,1.0,,7.0,,3.0,1.0,1.0,,,88.0
5,"Judd, Chris",14,1,8,22,,1.0,,2.0,1.0,4.0,7.0,1.0,,,,12.0,9.0,,,1.0,1.0,,78.0
3,"Murphy, Marc",18,3,8,26,,,,2.0,,3.0,2.0,3.0,2.0,2.0,,8.0,19.0,,,1.0,,,76.0
17,"Rowe, Sam",5,3,5,10,,,,3.0,3.0,1.0,,1.0,3.0,,,6.0,4.0,,,10.0,,,97.0
6,"Simpson, Kade",14,4,10,24,1,1.0,,,,4.0,,3.0,,2.0,,4.0,20.0,,2.0,5.0,,,91.0
42,"Tuohy, Zach",8,2,7,15,,,,2.0,6.0,,,1.0,1.0,1.0,,4.0,6.0,,,4.0,1.0,,90.0
1,"Walker, Andrew",8,1,,8,,,,1.0,2.0,2.0,,1.0,,1.0,,4.0,4.0,,,4.0,,,89.0
11,"Warnock, Robert",5,,3,8,,,29.0,,1.0,5.0,4.0,2.0,3.0,2.0,,5.0,5.0,,,3.0,,,72.0
24,"Whiley, Mark",4,1,4,8,,,,5.0,2.0,2.0,4.0,3.0,,2.0,,4.0,5.0,,,1.0,,,80.0
36,"Wood, Cameron",5,3,5,10,2,,18.0,,,1.0,3.0,2.0,,1.0,,7.0,3.0,2.0,1.0,6.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,44,132,298,6,9.0,49.0,47.0,41.0,36.0,38.0,42.0,18.0,20.0,,126.0,162.0,7.0,6.0,59.0,3.0,3.0,
Opposition,Opposition,230,111,146,376,18,12.0,27.0,82.0,27.0,60.0,40.0,37.0,20.0,18.0,6.0,127.0,246.0,9.0,17.0,46.0,13.0,12.0,
