West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Brown, Mitch",7,6.0,3.0,10,,,,,1.0,2.0,,,1.0,,,2,7,1.0,,5.0,,,77.0
20,"Cox, Dean",8,6.0,13.0,21,2.0,,23.0,,3.0,,1.0,4.0,,1.0,1.0,11,10,4.0,2.0,2.0,,,80.0
45,"Davis, Ryan",11,1.0,5.0,16,,,,3.0,3.0,2.0,1.0,2.0,,,,6,10,,,1.0,1.0,1.0,75.0
18,"Ebert, Brad",7,7.0,4.0,11,1.0,1.0,,2.0,1.0,1.0,,,,,,3,7,2.0,2.0,1.0,,,60.0
32,"Embley, Andrew",10,4.0,5.0,15,1.0,1.0,,4.0,,5.0,,,2.0,,,3,11,,1.0,,1.0,1.0,84.0
7,"Fletcher, Chad",9,8.0,14.0,23,,,,1.0,,1.0,2.0,4.0,,,,7,16,,,1.0,3.0,1.0,70.0
23,"Glass, Darren",1,,5.0,6,,,,4.0,2.0,,,1.0,,,,3,2,,,8.0,,,88.0
29,"Hansen, Ashley",9,5.0,1.0,10,1.0,1.0,,2.0,,5.0,,4.0,,1.0,,5,5,2.0,3.0,2.0,,,81.0
39,"Hunter, Adam",9,5.0,2.0,11,,3.0,,1.0,,2.0,,,2.0,,,4,7,1.0,3.0,1.0,,3.0,80.0
25,"Hurn, Shannon",10,3.0,14.0,24,1.0,,,2.0,6.0,1.0,1.0,2.0,,1.0,2.0,6,15,,,3.0,2.0,,95.0
38,"Jones, Brett",11,7.0,7.0,18,,,,1.0,6.0,1.0,1.0,1.0,,1.0,,5,13,,,3.0,,,90.0
4,"Kerr, Daniel",9,,19.0,28,4.0,,1.0,3.0,1.0,5.0,7.0,3.0,2.0,3.0,3.0,12,13,,,2.0,3.0,,86.0
2,"LeCras, Mark",6,3.0,,6,3.0,1.0,,,,1.0,,,1.0,,,4,2,1.0,3.0,1.0,,1.0,90.0
21,"Lynch, Quinten",12,3.0,5.0,17,2.0,,3.0,2.0,,6.0,5.0,5.0,3.0,2.0,,11,8,,,1.0,,1.0,88.0
16,"Mackenzie, Eric",4,2.0,4.0,8,,,,1.0,3.0,1.0,,2.0,2.0,1.0,,3,4,,,7.0,,,89.0
13,"Masten, Chris",14,5.0,9.0,23,1.0,1.0,,3.0,4.0,5.0,,2.0,,,,4,19,,,2.0,3.0,,65.0
27,"McKinley, Ben",5,3.0,6.0,11,,2.0,,1.0,1.0,1.0,,,1.0,,,8,3,1.0,1.0,,,,91.0
6,"Nicoski, Mark",8,1.0,8.0,16,,,,1.0,2.0,3.0,2.0,1.0,,,,3,12,,,2.0,1.0,,76.0
11,"Priddis, Matt",7,6.0,15.0,22,1.0,,,6.0,2.0,1.0,7.0,1.0,1.0,1.0,,12,10,,,,,1.0,71.0
24,"Rosa, Matt",13,5.0,13.0,26,,,,1.0,,6.0,1.0,1.0,2.0,,,6,19,,,1.0,1.0,2.0,88.0
37,"Selwood, Adam",16,8.0,17.0,33,1.0,1.0,1.0,5.0,2.0,3.0,8.0,2.0,2.0,,,16,16,1.0,1.0,,1.0,1.0,84.0
5,"Stenglein, Tyson",7,4.0,12.0,19,1.0,,,4.0,1.0,,2.0,2.0,1.0,,,5,14,,,5.0,,,93.0
Totals,Totals,193,92.0,181.0,374,19.0,11.0,28.0,47.0,38.0,52.0,38.0,37.0,20.0,11.0,6.0,139,223,13.0,16.0,48.0,16.0,12.0,
Opposition,Opposition,209,102.0,171.0,380,10.0,15.0,31.0,56.0,32.0,52.0,30.0,42.0,11.0,20.0,,110,264,9.0,13.0,56.0,13.0,6.0,
