Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
20,"Broadbridge, Troy",21y 225d,19 (9-0-10 47.37%),2 (0.11),←,
25,"Brown, Nathan",25y 277d,39 (19-0-20 48.72%),10 (0.26),←,
32,"Bruce, Cameron",22y 230d,49 (27-0-22 55.10%),60 (1.22),←,
4,"Ellis, Craig",26y 348d,112 (59-1-52 53.13%),7 (0.06),5 (3-0-2 60.00%),1 (0.20)
15,"Funcke, Ross",24y 183d,37 (18-0-19 48.65%),5 (0.14),10 (6-0-4 60.00%),4 (0.40)
18,"Green, Brad",21y 66d,48 (27-0-21 56.25%),78 (1.63),←,
16,"Johnstone, Travis",21y 305d,53 (25-0-28 47.17%),42 (0.79),←,
36,"Leoncelli, Andrew",27y 305d,114 (53-0-61 46.49%),54 (0.47),←,
23,"McDonald, James",25y 225d,81 (41-0-40 50.62%),30 (0.37),←,
37,"Miller, Brad",18y 316d,1 (0-0-1 0.00%),,←,
9,"Neitz, David",27y 116d,188 (87-0-101 46.28%),301 (1.60),←,
8,"Nicholson, Alistair",24y 75d,60 (32-0-28 53.33%),1 (0.02),←,
7,"Powell, Stephen",25y 253d,61 (39-1-21 64.75%),59 (0.97),31 (20-0-11 64.52%),38 (1.23)
24,"Robertson, Russell",23y 175d,84 (44-0-40 52.38%),120 (1.43),←,
5,"Schwarz, David",29y 298d,168 (78-1-89 46.73%),239 (1.42),←,
6,"Thompson, Scott",19y 65d,12 (5-0-7 41.67%),3 (0.25),←,
19,"Vardy, Peter",26y 112d,103 (52-0-51 50.49%),164 (1.59),7 (4-0-3 57.14%),14 (2.00)
45,"Whelan, Matthew",22y 186d,33 (18-0-15 54.55%),4 (0.12),←,
34,"White, Jeff",25y 88d,129 (63-0-66 48.84%),61 (0.47),97 (50-0-47 51.55%),43 (0.44)
26,"Williams, Luke",22y 140d,19 (11-0-8 57.89%),5 (0.26),←,
22,"Woewodin, Shane",25y 310d,122 (56-0-66 45.90%),52 (0.43),←,
13,"Yze, Adem",24y 239d,149 (67-0-82 44.97%),108 (0.72),←,
Totals,Totals,24y 90d,1681 (830-3-848 49.38%),1405 (0.84),,
C,"Daniher, Neale",41y 92d,102 (53-0-49 51.96%),,←,
