Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",20y 306d,42 (8-0-34 19.05%),24 (0.57),←,
9,"Ainsworth, Ben",20y 182d,28 (5-0-23 17.86%),19 (0.68),←,
29,"Bowes, Jack",20y 197d,25 (5-0-20 20.00%),5 (0.20),←,
41,"Brodie, Will",19y 353d,11 (2-0-9 18.18%),1 (0.09),←,
32,"Crossley, Brayden",18y 360d,8 (1-0-7 12.50%),3 (0.38),←,
8,"Fiorini, Brayden",20y 354d,24 (6-0-18 25.00%),10 (0.42),←,
1,"Hanley, Pearce",29y 269d,145 (41-0-104 28.28%),59 (0.41),16 (3-0-13 18.75%),1 (0.06)
5,"Harbrow, Jarrod",30y 24d,222 (81-2-139 36.94%),54 (0.24),152 (41-1-110 27.30%),33 (0.22)
39,"Holman, Nick",23y 74d,29 (5-0-24 17.24%),13 (0.45),20 (4-0-16 20.00%),13 (0.65)
38,"Joyce, Jesse",20y 359d,45 (12-0-33 26.67%),1 (0.02),←,
10,"Kolodjashnij, Kade",23y 2d,78 (24-1-53 31.41%),13 (0.17),←,
21,"Leslie, Jack",23y 106d,26 (5-0-21 19.23%),1 (0.04),←,
25,"Lyons, Jarryd",26y 20d,90 (44-0-46 48.89%),47 (0.52),35 (10-0-25 28.57%),15 (0.43)
17,"May, Steven",26y 213d,121 (38-1-82 31.82%),21 (0.17),←,
11,"Miller, Touk",22y 170d,80 (17-1-62 21.88%),24 (0.30),←,
27,"Powell, Wil",18y 350d,7 (1-0-6 14.29%),2 (0.29),←,
35,"Rischitelli, Michael",32y 215d,234 (80-3-151 34.83%),89 (0.38),123 (31-0-92 25.20%),42 (0.34)
6,"Sexton, Alex",24y 251d,95 (25-0-70 26.32%),66 (0.69),←,
24,"Swallow, David",25y 265d,115 (31-0-84 26.96%),55 (0.48),←,
14,"Weller, Lachie",22y 169d,67 (18-0-49 26.87%),21 (0.31),20 (4-0-16 20.00%),4 (0.20)
28,"Witts, Jarrod",25y 332d,78 (28-0-50 35.90%),22 (0.28),38 (10-0-28 26.32%),4 (0.11)
15,"Young, Aaron",25y 248d,96 (42-1-53 44.27%),81 (0.84),20 (4-0-16 20.00%),19 (0.95)
Totals,Totals,23y 285d,1666 (519-9-1138 31.15%),631 (0.38),,
C,"Dew, Stuart",38y 358d,20 (4-0-16 20.00%),,←,
