Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",27y 14d,199 (126-2-71 63.82%),267 (1.34),7 (2-0-5 28.57%),5 (0.71)
44,"Bock, Nathan",28y 69d,120 (62-0-58 51.67%),57 (0.47),7 (2-0-5 28.57%),
3,"Brennan, Jared",26y 304d,127 (57-3-67 46.06%),79 (0.62),8 (2-0-6 25.00%),4 (0.50)
30,"Brown, Campbell",27y 273d,163 (75-1-87 46.32%),64 (0.39),4 (0-0-4 0.00%),
39,"Day, Sam",18y 264d,3 (1-0-2 33.33%),,←,
23,"Dixon, Charlie",20y 247d,6 (1-0-5 16.67%),5 (0.83),←,
5,"Harbrow, Jarrod",22y 314d,78 (42-1-35 54.49%),21 (0.27),8 (2-0-6 25.00%),
21,"Harris, Daniel",29y 18d,156 (74-2-80 48.08%),46 (0.29),7 (2-0-5 28.57%),2 (0.29)
7,"Hunt, Karmichael",24y 192d,8 (2-0-6 25.00%),1 (0.13),←,
36,"Iles, Sam",23y 343d,12 (6-0-6 50.00%),4 (0.33),5 (2-0-3 40.00%),4 (0.80)
14,"Krakouer, Nathan",23y 23d,45 (22-0-23 48.89%),14 (0.31),5 (1-0-4 20.00%),7 (1.40)
46,"Lynch, Tom",18y 209d,3 (1-0-2 33.33%),5 (1.67),←,
32,"Matera, Brandon",19y 78d,8 (2-0-6 25.00%),11 (1.38),←,
45,"May, Steven",19y 138d,3 (0-0-3 0.00%),,←,
18,"McKenzie, Trent",19y 55d,8 (2-0-6 25.00%),4 (0.50),←,
41,"Prestia, Dion",18y 228d,4 (0-0-4 0.00%),,←,
35,"Rischitelli, Michael",25y 140d,119 (51-3-65 44.12%),50 (0.42),8 (2-0-6 25.00%),3 (0.38)
26,"Shaw, Matt",19y 112d,5 (1-0-4 20.00%),3 (0.60),←,
2,"Smith, Zac",21y 95d,8 (2-0-6 25.00%),9 (1.13),←,
25,"Stanley, Danny",23y 99d,13 (3-0-10 23.08%),6 (0.46),8 (2-0-6 25.00%),6 (0.75)
24,"Swallow, David",18y 190d,8 (2-0-6 25.00%),2 (0.25),←,
4,"Weller, Maverick",19y 104d,4 (1-0-3 25.00%),,←,
Totals,Totals,22y 176d,1100 (533-12-555 48.45%),648 (0.59),,
C,"McKenna, Guy",42y 17d,8 (2-0-6 25.00%),,←,
