Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",15,3,8,23,4,2.0,,4.0,,5.0,1.0,4.0,2.0,,2.0,10.0,13.0,,1.0,2.0,,1.0,85.0
21,"Barlow, Michael",12,7,16,28,,,,,1.0,3.0,6.0,5.0,2.0,2.0,,15.0,11.0,,1.0,3.0,,1.0,85.0
26 ↓,"Bradley, Kepler",1,1,3,4,,,2.0,1.0,,,,1.0,,1.0,,2.0,2.0,,,,,,36.0
30,"Clarke, Zac",5,5,5,10,,1.0,9.0,7.0,,4.0,,1.0,,1.0,,4.0,6.0,1.0,1.0,1.0,,1.0,86.0
15,"Crowley, Ryan",10,6,7,17,,,,,2.0,1.0,3.0,2.0,1.0,1.0,,5.0,12.0,,,3.0,,,93.0
3,"Dawson, Zac",2,5,8,10,,,,,,,,,,,,5.0,5.0,1.0,,10.0,,,100.0
40,"de Boer, Matt",10,5,13,23,2,,,3.0,1.0,4.0,2.0,2.0,3.0,1.0,,11.0,11.0,,1.0,1.0,,,84.0
41,"Duffield, Paul",24,9,3,27,,,,5.0,4.0,5.0,,2.0,3.0,1.0,,5.0,21.0,,,4.0,1.0,,86.0
7,"Fyfe, Nat",15,4,10,25,,2.0,,4.0,,6.0,4.0,5.0,2.0,3.0,1.0,12.0,14.0,,,2.0,,1.0,78.0
32,"Hill, Stephen",22,5,6,28,,1.0,,1.0,4.0,9.0,4.0,2.0,,1.0,,12.0,17.0,,,2.0,1.0,5.0,81.0
5,"Ibbotson, Garrick",13,5,3,16,,,,2.0,3.0,2.0,3.0,1.0,,,,6.0,8.0,,,4.0,,,79.0
37,"Johnson, Michael",11,10,4,15,,,,2.0,3.0,1.0,,3.0,1.0,2.0,,3.0,12.0,,,2.0,1.0,,99.0
23,"Mayne, Chris",6,3,7,13,2,2.0,1.0,7.0,,,1.0,1.0,1.0,,,7.0,5.0,1.0,2.0,,,,87.0
18,"McPharlin, Luke",9,4,4,13,,,,1.0,1.0,1.0,,4.0,2.0,3.0,,5.0,8.0,1.0,,5.0,,1.0,93.0
9,"McPhee, Adam",12,6,1,13,2,,,,1.0,1.0,,,1.0,,,3.0,11.0,,1.0,3.0,,,97.0
16,"Mundy, David",19,2,8,27,2,2.0,1.0,8.0,1.0,3.0,6.0,4.0,2.0,1.0,3.0,17.0,13.0,,1.0,1.0,,,81.0
13,"Mzungu, Tendai",10,3,3,13,1,,,5.0,1.0,2.0,3.0,3.0,,1.0,,5.0,8.0,1.0,1.0,1.0,,,80.0
46,"Pearce, Clancee",19,9,9,28,,,,4.0,3.0,7.0,,2.0,1.0,1.0,,8.0,21.0,,,1.0,,,84.0
31,"Sandilands, Aaron",5,3,10,15,1,,49.0,3.0,,,5.0,2.0,1.0,2.0,,12.0,4.0,2.0,2.0,2.0,,,78.0
34,"Spurr, Lee",12,6,6,18,,,,3.0,3.0,3.0,4.0,4.0,2.0,2.0,,7.0,11.0,1.0,,1.0,,,86.0
8 ↑,"Suban, Nick",5,1,3,8,2,1.0,,1.0,,2.0,,,1.0,,,5.0,3.0,,1.0,,,,40.0
38,"Walters, Michael",9,6,2,11,4,,,,,1.0,,1.0,,1.0,,5.0,5.0,1.0,3.0,1.0,1.0,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,246,108,139,385,20,12.0,62.0,61.0,28.0,60.0,42.0,49.0,25.0,24.0,6.0,164.0,221.0,9.0,15.0,49.0,4.0,11.0,
Opposition,Opposition,174,73,154,328,12,7.0,15.0,75.0,32.0,42.0,34.0,67.0,24.0,25.0,,127.0,204.0,7.0,6.0,46.0,13.0,3.0,
