Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",22y 206d,65 (29-2-34 46.15%),22 (0.34),←,
20,"Black, Simon",29y 66d,222 (136-3-83 61.94%),139 (0.63),←,
36,"Bradshaw, Daniel",29y 200d,192 (111-2-79 58.33%),406 (2.11),189 (108-2-79 57.67%),406 (2.15)
17,"Brennan, Jared",23y 316d,70 (36-2-32 52.86%),48 (0.69),←,
16,"Brown, Jonathan",26y 223d,149 (99-2-48 67.11%),304 (2.04),←,
19,"Charman, Jamie",25y 328d,115 (70-3-42 62.17%),50 (0.43),←,
1,"Clark, Mitch",20y 233d,15 (6-1-8 43.33%),14 (0.93),←,
30,"Copeland, Robert",27y 13d,136 (80-2-54 59.56%),35 (0.26),←,
18,"Corrie, Anthony",23y 352d,44 (21-0-23 47.73%),39 (0.89),←,
5,"Harding, Scott",21y 355d,31 (15-2-14 51.61%),9 (0.29),←,
12,"Hawksley, James",19y 124d,1 (1-0-0 100.00%),,←,
33,"Hooper, Rhan",20y 151d,30 (15-1-14 51.67%),28 (0.93),←,
4,"Johnstone, Travis",27y 327d,170 (85-1-84 50.29%),123 (0.72),10 (7-0-3 70.00%),12 (1.20)
23,"Leuenberger, Matthew",20y 1d,17 (9-1-7 55.88%),3 (0.18),←,
26,"Macdonald, Joel",23y 242d,52 (30-0-22 57.69%),6 (0.12),←,
21,"Merrett, Daniel",23y 179d,57 (25-2-30 45.61%),16 (0.28),←,
8,"Notting, Tim",29y 231d,189 (113-3-73 60.58%),131 (0.69),←,
24,"Patfull, Joel",23y 184d,47 (21-2-24 46.81%),17 (0.36),←,
6,"Power, Luke",28y 152d,206 (124-2-80 60.68%),189 (0.92),←,
35,"Rischitelli, Michael",22y 152d,55 (25-2-28 47.27%),23 (0.42),←,
28,"Selwood, Troy",24y 38d,55 (24-1-30 44.55%),7 (0.13),←,
11,"Sherman, Justin",21y 134d,65 (27-2-36 43.08%),40 (0.62),←,
Totals,Totals,24y 125d,1983 (1102-36-845 55.57%),1649 (0.83),,
C,"Matthews, Leigh",56y 99d,450 (264-8-178 59.56%),,226 (139-3-84 62.17%),
