Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",23y 327d,95 (30-1-64 32.11%),35 (0.37),64 (27-1-36 42.97%),23 (0.36)
14,"Aish, James",21y 278d,53 (16-0-37 30.19%),19 (0.36),21 (8-0-13 38.10%),11 (0.52)
11,"Blair, Jarryd",27y 121d,154 (93-2-59 61.04%),120 (0.78),←,
17,"Brown, Callum",19y 108d,3 (0-0-3 0.00%),1 (0.33),←,
46,"Cox, Mason",26y 152d,18 (6-0-12 33.33%),23 (1.28),←,
25,"Crisp, Jack",23y 315d,82 (34-1-47 42.07%),41 (0.50),64 (27-1-36 42.97%),31 (0.48)
2,"de Goey, Jordan",21y 151d,50 (21-1-28 43.00%),36 (0.72),←,
15,"Dunn, Lynden",30y 91d,180 (50-3-127 28.61%),98 (0.54),15 (7-1-7 50.00%),1 (0.07)
5,"Elliott, Jamie",24y 357d,87 (50-1-36 58.05%),135 (1.55),←,
1,"Fasolo, Alex",25y 66d,100 (55-1-44 55.50%),133 (1.33),←,
6,"Goldsack, Tyson",30y 83d,160 (97-1-62 60.94%),50 (0.31),←,
32,"Hoskin-Elliott, Will",23y 345d,72 (20-1-51 28.47%),56 (0.78),20 (8-1-11 42.50%),14 (0.70)
38,"Howe, Jeremy",27y 45d,139 (38-1-100 27.70%),86 (0.62),39 (16-1-22 42.31%),6 (0.15)
8,"Langdon, Tom",23y 65d,55 (24-1-30 44.55%),2 (0.04),←,
37,"Maynard, Brayden",20y 327d,49 (18-1-30 37.76%),12 (0.24),←,
30,"Moore, Darcy",21y 200d,45 (18-1-26 41.11%),57 (1.27),←,
21,"Phillips, Tom",21y 98d,22 (9-1-12 43.18%),10 (0.45),←,
20,"Reid, Ben",28y 106d,135 (78-3-54 58.89%),51 (0.38),←,
12,"Scharenberg, Matt",21y 329d,12 (6-1-5 54.17%),,←,
22,"Sidebottom, Steele",26y 223d,183 (111-3-69 61.48%),137 (0.75),←,
24,"Thomas, Josh",25y 316d,39 (24-1-14 62.82%),25 (0.64),←,
7,"Treloar, Adam",24y 157d,120 (37-1-82 31.25%),74 (0.62),41 (17-1-23 42.68%),26 (0.63)
Totals,Totals,24y 194d,1853 (835-26-992 45.06%),1201 (0.65),,
C,"Buckley, Nathan",45y 18d,134 (69-1-64 51.87%),,←,
