Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Anderson, Dean",15,5,7,22,3,1.0,,1.0,,,,,,3.0,,,,,,,,,
7,"Ayres, Gary",12,6,5,17,3,1.0,,,,,,,2.0,1.0,,,,,,,,,
23,"Brereton, Dermott",,,,,,,,,,,,,,,,,,,,,,,
4,"Collins, Andrew",22,6,8,30,,,,3.0,,,,,6.0,,3.0,,,,,,,,
3,"Condon, Anthony",18,5,7,25,,,,2.0,,,,,1.0,2.0,,,,,,,,,
32,"Cooper, Paul",17,4,1,18,,,,3.0,,,,,,,,,,,,,,,
14,"Dear, Greg",6,1,1,7,,,14.0,4.0,,,,,2.0,1.0,,,,,,,,,
13,"Dear, Paul",6,10,11,17,1,,,3.0,,,,,,3.0,,,,,,,,,
9,"DiPierdomenico, Robert",19,9,9,28,,,,2.0,,,,,1.0,6.0,,,,,,,,,
19,"Dunstall, Jason",,1,,,,,,,,,,,,,,,,,,,,,
1,"Jencke, Ray",8,3,1,9,,1.0,,1.0,,,,,,,,,,,,,,,
24,"Langford, Chris",9,3,4,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Lawrence, Stephen",6,2,9,15,,1.0,6.0,1.0,,,,,4.0,3.0,,,,,,,,,
31,"Madigan, Greg",7,3,5,12,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
35,"Morrissey, James",10,2,,10,2,1.0,,,,,,,,,,,,,,,,,
44,"Platten, John",16,3,1,17,4,2.0,,,,,,,5.0,1.0,2.0,,,,,,,,
18,"Pritchard, Darrin",17,4,6,23,,,,1.0,,,,,1.0,1.0,,,,,,,,,
30,"Schwab, Peter",11,3,8,19,,,,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Tuck, Michael",16,2,2,18,,,,2.0,,,,,4.0,,,,,,,,,,
10,"Wittman, Chris",7,1,4,11,,,,3.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,73,89,311,14,8.0,20.0,30.0,,,,,31.0,25.0,5.0,,,,,,,,
Opposition,Opposition,167,46,82,249,7,6.0,16.0,18.0,,,,,25.0,31.0,1.0,,,,,,,,
