North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
34,"Archer, Jackson",13,8,7,20,,,,5.0,3.0,,1.0,2.0,1.0,,,6.0,13.0,2.0,,,,,92.0
30,"Comben, Charlie",15,9,7,22,,,,,6.0,,,2.0,1.0,,,6.0,16.0,1.0,,7.0,2.0,,95.0
4,"Corr, Aidan",14,13,9,23,,,,1.0,3.0,2.0,1.0,1.0,,,,9.0,14.0,2.0,,5.0,,,96.0
25,"Curtis, Paul",8,5,4,12,,,,3.0,1.0,2.0,,3.0,,1.0,,5.0,7.0,,,1.0,,1.0,80.0
9,"Davies-Uniacke, Luke",14,6,19,33,3,,,3.0,,7.0,8.0,5.0,1.0,2.0,3.0,14.0,19.0,,1.0,,2.0,3.0,86.0
7,"Duursma, Zane",3,2,2,5,,1.0,,1.0,,2.0,,,1.0,,,4.0,1.0,2.0,1.0,1.0,,,71.0
40,"Ford, Eddie",6,6,9,15,,,,2.0,1.0,1.0,,,1.0,,,4.0,12.0,,,,,,69.0
46 ↑,"Hansen, Robert",1,1,2,3,,,,1.0,,1.0,,1.0,,1.0,,1.0,3.0,,,,,,33.0
20,"Larkey, Nick",8,8,4,12,5,,,,,,,1.0,,,1.0,4.0,8.0,2.0,6.0,,,,96.0
11,"McDonald, Luke",13,10,6,19,,,,1.0,2.0,1.0,,1.0,1.0,,,2.0,17.0,,,1.0,,,97.0
10,"McKercher, Colby",21,3,10,31,,,,2.0,9.0,1.0,,3.0,,1.0,,2.0,18.0,,,1.0,3.0,,73.0
29,"Phillips, Will",5,1,10,15,1,,,6.0,1.0,,3.0,1.0,2.0,,,6.0,8.0,,1.0,1.0,,1.0,69.0
32,"Pink, Toby",2,2,4,6,,1.0,,1.0,,1.0,,1.0,,,,2.0,4.0,1.0,1.0,,,1.0,74.0
24,"Powell, Tom",12,8,9,21,1,,,8.0,2.0,2.0,2.0,,,,,5.0,16.0,,,1.0,,,75.0
8,"Scott, Bailey",18,7,10,28,1,,,3.0,2.0,3.0,4.0,2.0,1.0,,,8.0,21.0,1.0,1.0,1.0,1.0,1.0,82.0
3,"Sheezel, Harry",15,5,14,29,,,,3.0,2.0,6.0,6.0,3.0,3.0,1.0,2.0,9.0,21.0,,,,,3.0,85.0
12,"Simpkin, Jy",15,5,5,20,,,,3.0,1.0,9.0,3.0,1.0,1.0,1.0,,6.0,17.0,,,1.0,1.0,,84.0
15 ↓,"Stephens, Dylan",4,1,3,7,,,,,2.0,,1.0,1.0,,,,1.0,6.0,,,1.0,,,48.0
2,"Stephenson, Jaidyn",14,8,3,17,1,,,5.0,6.0,2.0,,2.0,1.0,,,4.0,13.0,,,4.0,1.0,1.0,78.0
43,"Teakle, Brynn",4,2,5,9,1,1.0,5.0,,2.0,,3.0,,1.0,,,5.0,4.0,1.0,1.0,4.0,,,76.0
13,"Tucker, Darcy",15,7,9,24,,,,1.0,5.0,2.0,,3.0,,1.0,,4.0,20.0,,,2.0,1.0,,75.0
38,"Xerri, Tristan",9,6,11,20,,1.0,45.0,10.0,2.0,,1.0,3.0,,1.0,,9.0,10.0,1.0,1.0,4.0,,1.0,84.0
44,"Zurhaar, Cameron",10,5,6,16,1,,,2.0,,2.0,,5.0,1.0,2.0,,8.0,9.0,,,2.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,239,128,168,407,14,6.0,50.0,61.0,50.0,44.0,33.0,41.0,16.0,11.0,6.0,124.0,277.0,13.0,13.0,37.0,11.0,12.0,
Opposition,Opposition,177,67,177,354,10,17.0,43.0,55.0,30.0,60.0,39.0,47.0,11.0,16.0,,118.0,234.0,4.0,8.0,47.0,7.0,7.0,
