Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",26y 147d,98 (52-1-45 53.57%),38 (0.39),←,
16,"Bradley, Kepler",19y 288d,24 (8-0-16 33.33%),5 (0.21),←,
2,"Dyson, Ricky",19y 334d,21 (11-0-10 52.38%),16 (0.76),←,
3,"Henneman, Aaron",24y 258d,58 (39-0-19 67.24%),5 (0.09),←,
19,"Hille, David",24y 87d,85 (47-0-38 55.29%),67 (0.79),←,
5,"Hird, James",32y 205d,223 (136-5-82 62.11%),316 (1.42),←,
30,"Hunt, Sam",22y 137d,7 (4-0-3 57.14%),1 (0.14),←,
14,"Johnson, Jason",27y 215d,151 (95-1-55 63.25%),92 (0.61),←,
1,"Johnson, Mark",27y 97d,152 (99-1-52 65.46%),76 (0.50),←,
18,"Lloyd, Matthew",27y 134d,209 (127-2-80 61.24%),754 (3.61),←,
41,"Lovett, Andrew",22y 290d,20 (8-0-12 40.00%),25 (1.25),←,
42,"Lovett-Murray, Nathan",22y 283d,37 (17-0-20 45.95%),28 (0.76),←,
25,"Lucas, Scott",27y 241d,203 (123-1-79 60.84%),303 (1.49),←,
10,"McVeigh, Mark",24y 214d,120 (68-1-51 57.08%),46 (0.38),←,
6,"Monfries, Angus",18y 221d,12 (4-0-8 33.33%),11 (0.92),←,
11,"Peverill, Damien",26y 47d,98 (52-1-45 53.57%),21 (0.21),←,
20,"Richards, Ted",22y 229d,33 (19-0-14 57.58%),19 (0.58),←,
24,"Stanton, Brent",19y 119d,34 (13-0-21 38.24%),19 (0.56),←,
17,"Thomas, Paul",23y 114d,8 (2-0-6 25.00%),1 (0.13),←,
4,"Watson, Jobe",20y 201d,13 (7-0-6 53.85%),8 (0.62),←,
12,"Welsh, Andrew",22y 198d,80 (39-1-40 49.38%),8 (0.10),←,
8,"Winderlich, Jason",20y 322d,21 (8-0-13 38.10%),7 (0.33),←,
Totals,Totals,23y 299d,1707 (978-14-715 57.29%),1866 (1.09),,
C,"Sheedy, Kevin",57y 247d,591 (373-6-212 63.62%),,←,
