Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",26y 260d,88 (52-2-34 60.23%),101 (1.15),←,
16,"Barnard, Paul",25y 163d,42 (21-0-21 50.00%),10 (0.24),31 (18-0-13 58.06%),6 (0.19)
20,"Berbakov, Peter",24y 338d,40 (22-1-17 56.25%),10 (0.25),←,
8,"Bewick, Darren",30y 339d,189 (113-1-75 60.05%),291 (1.54),←,
32,"Blumfield, Justin",20y 244d,41 (21-0-20 51.22%),19 (0.46),←,
14,"Calthorpe, David",24y 343d,86 (49-2-35 58.14%),55 (0.64),←,
38,"Denham, Sean",29y 88d,167 (93-4-70 56.89%),64 (0.38),123 (69-4-50 57.72%),43 (0.35)
31,"Fletcher, Dustin",23y 80d,104 (62-3-39 61.06%),34 (0.33),←,
30,"Fraser, Mark",27y 172d,82 (45-2-35 56.10%),38 (0.46),37 (19-2-16 54.05%),15 (0.41)
11,"Hardwick, Damien",25y 342d,82 (45-1-36 55.49%),12 (0.15),←,
5,"Hird, James",25y 172d,103 (60-4-39 60.19%),174 (1.69),←,
42,"Johnson, Jason",20y 182d,5 (3-0-2 60.00%),,←,
18,"Lloyd, Matthew",20y 101d,53 (25-1-27 48.11%),131 (2.47),←,
13,"Long, Michael",28y 298d,137 (89-2-46 65.69%),111 (0.81),←,
25,"Lucas, Scott",20y 208d,53 (27-0-26 50.94%),74 (1.40),←,
24,"Misiti, Joe",23y 259d,117 (65-4-48 57.26%),47 (0.40),←,
29,"Moorcroft, Gary",22y 101d,25 (12-0-13 48.00%),21 (0.84),←,
10,"ODonnell, Gary",33y 75d,237 (141-4-92 60.34%),88 (0.37),←,
47,"Olarenshaw, Ricky",25y 175d,74 (41-1-32 56.08%),14 (0.19),←,
19,"Somerville, Peter",30y 18d,142 (85-3-54 60.92%),87 (0.61),←,
6,"Wellman, Sean",23y 309d,82 (36-2-44 45.12%),12 (0.15),48 (23-1-24 48.96%),3 (0.06)
35,"Young, Barry",28y 30d,108 (49-2-57 46.30%),58 (0.54),55 (30-2-23 56.36%),35 (0.64)
Totals,Totals,25y 195d,2057 (1156-39-862 56.20%),1451 (0.71),,
C,"Sheedy, Kevin",50y 214d,417 (260-5-152 62.95%),,←,
