Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",11,2.0,7,18,,,,1.0,,,,,,1.0,,,,,,,,,
10,"Ashcroft, Marcus",12,6.0,9,21,1.0,1.0,,1.0,,,,,,,,,,,,,,,
25,"Bews, Andrew",2,1.0,1,3,,,,,,,,,1.0,,,,,,,,,,
36,"Bradshaw, Daniel",2,1.0,3,5,,,,1.0,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",16,3.0,3,19,,,,2.0,,,,,2.0,1.0,,,,,,,,,
16,"Clarke, Matthew",13,8.0,4,17,,1.0,12.0,1.0,,,,,1.0,1.0,,,,,,,,,
14,"Dickfos, Danny",9,5.0,5,14,,,,1.0,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",21,5.0,12,33,1.0,3.0,,4.0,,,,,1.0,,3.0,,,,,,,,
8,"Gowers, Andrew",4,1.0,1,5,,,3.0,2.0,,,,,,,,,,,,,,,
32,"Hart, Shaun",20,4.0,6,26,1.0,1.0,,4.0,,,,,1.0,1.0,2.0,,,,,,,,
27,"Keating, Clark",8,3.0,4,12,,1.0,9.0,,,,,,1.0,,,,,,,,,,
44,"Lappin, Nigel",6,2.0,6,12,,,,1.0,,,,,,1.0,,,,,,,,,
23,"Leppitsch, Justin",9,2.0,2,11,4.0,2.0,1.0,,,,,,1.0,,,,,,,,,,
42,"Lynch, Tristan",9,2.0,8,17,,,,8.0,,,,,2.0,,,,,,,,,,
2,"McAdam, Gilbert",8,3.0,2,10,1.0,,,,,,,,,1.0,,,,,,,,,
7,"McIvor, Scott",6,4.0,1,7,1.0,1.0,,,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",3,,5,8,,,,4.0,,,,,,,,,,,,,,,
28,"Robbins, Ben",9,4.0,12,21,,1.0,,1.0,,,,,,,,,,,,,,,
38,"Scott, Dion",1,,1,2,,,,1.0,,,,,,,,,,,,,,,
3,"Voss, Michael",13,6.0,15,28,,,,6.0,,,,,,,1.0,,,,,,,,
33,"White, Darryl",13,4.0,6,19,2.0,,,3.0,,,,,2.0,,,,,,,,,,
Totals,Totals,195,66.0,113,308,11.0,11.0,25.0,41.0,,,,,13.0,8.0,6.0,,,,,,,,
Opposition,Opposition,174,49.0,109,283,8.0,11.0,19.0,28.0,,,,,8.0,13.0,,,,,,,,,
