Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",12,5,2,14,,,1.0,2.0,5.0,,1.0,2.0,1.0,,,6.0,8.0,1.0,,2.0,,,100.0
16,"Brown, Leigh",7,2,5,12,1,2.0,2.0,3.0,,2.0,3.0,3.0,,,,9.0,3.0,2.0,,3.0,,,100.0
2,"Colbert, Leigh",7,6,4,11,,,,1.0,3.0,1.0,1.0,,1.0,,,5.0,6.0,3.0,,5.0,,,100.0
24,"Firrito, Michael",7,4,1,8,1,1.0,2.0,2.0,1.0,3.0,2.0,2.0,,2.0,,4.0,4.0,1.0,2.0,4.0,,,64.0
6,"Grant, Shannon",14,4,9,23,2,,,3.0,2.0,5.0,4.0,2.0,,2.0,,6.0,15.0,,1.0,2.0,,3.0,96.0
39,"Harding, Leigh",7,4,,7,2,2.0,,,,1.0,,2.0,1.0,,,1.0,6.0,,2.0,,1.0,,75.0
4,"Harris, Daniel",13,,6,19,1,1.0,,7.0,,6.0,8.0,2.0,1.0,2.0,1.0,13.0,7.0,,,1.0,1.0,1.0,73.0
29,"Harvey, Brent",12,5,9,21,4,,,6.0,1.0,1.0,6.0,,2.0,,,9.0,11.0,,3.0,1.0,,,96.0
21,"Jones, Corey",7,5,5,12,1,1.0,4.0,2.0,,2.0,1.0,2.0,,1.0,,5.0,7.0,1.0,2.0,2.0,,2.0,51.0
34,"King, David",10,4,3,13,,,,2.0,9.0,3.0,1.0,3.0,,,,2.0,11.0,,,1.0,1.0,,100.0
35,"Makepeace, Troy",7,3,,7,,,,,4.0,2.0,,,1.0,,,5.0,3.0,,,4.0,,,100.0
19,"Motlop, Daniel",8,3,2,10,,1.0,3.0,,,3.0,2.0,4.0,,3.0,,4.0,5.0,,2.0,5.0,,1.0,80.0
20,"Petrie, Drew",8,5,2,10,,,3.0,5.0,2.0,1.0,3.0,1.0,,1.0,,5.0,6.0,1.0,,8.0,,,73.0
17,"Porter, Mark",3,4,6,9,,,8.0,1.0,,,1.0,3.0,,2.0,,4.0,5.0,1.0,,5.0,,,53.0
3,"Rawlings, Brady",8,2,5,13,1,,,3.0,,2.0,1.0,1.0,,,,4.0,8.0,,1.0,4.0,,,93.0
26,"Rocca, Saverio",5,4,2,7,3,,3.0,,,1.0,,,,,,3.0,4.0,1.0,3.0,1.0,,1.0,83.0
7,"Simpson, Adam",13,1,5,18,,,,5.0,,4.0,4.0,4.0,1.0,1.0,2.0,8.0,9.0,,,2.0,,,89.0
9,"Sinclair, Jess",13,7,2,15,,,,2.0,,2.0,,1.0,1.0,,,3.0,12.0,,,,3.0,1.0,100.0
10,"Stevens, Anthony",22,5,3,25,,,,2.0,4.0,7.0,7.0,6.0,2.0,2.0,3.0,13.0,11.0,,,,,,86.0
12,"Stevens, Michael",8,3,1,9,,,1.0,2.0,1.0,3.0,1.0,,,,,2.0,5.0,,,5.0,,1.0,63.0
36,"Watt, Shannon",1,1,1,2,,,,,1.0,,,,,,,1.0,1.0,,,5.0,,,64.0
8,"Wells, Daniel",6,4,2,8,,1.0,1.0,3.0,,2.0,,1.0,,,,3.0,4.0,1.0,1.0,4.0,,1.0,61.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,81,75,273,16,12.0,28.0,51.0,33.0,51.0,46.0,39.0,11.0,16.0,6.0,115.0,151.0,12.0,17.0,64.0,6.0,11.0,
Opposition,Opposition,154,53,97,251,11,9.0,45.0,32.0,33.0,46.0,28.0,38.0,16.0,11.0,,117.0,132.0,11.0,10.0,53.0,15.0,7.0,
