Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",13,7.0,,13,3.0,1.0,,2.0,,2.0,,1.0,1.0,,,1,12,,2.0,,,,78.0
15,"Anderson, Noah",9,1.0,14.0,23,,2.0,,5.0,1.0,3.0,5.0,2.0,1.0,1.0,,9,15,,,,,,67.0
2 ↑,"Atkins, Rory",12,4.0,4.0,16,,1.0,,,1.0,4.0,1.0,3.0,,,,2,14,,,1.0,,,79.0
10,"Ballard, Charlie",9,7.0,1.0,10,,,,,2.0,,,1.0,,,,1,8,1.0,,9.0,,,97.0
3,"Bowes, Jack",16,3.0,6.0,22,,,,2.0,2.0,4.0,,4.0,,1.0,,7,14,,,4.0,,,88.0
29,"Burgess, Chris",3,1.0,4.0,7,,,24.0,1.0,,2.0,2.0,2.0,3.0,2.0,,6,2,1.0,,2.0,,,80.0
25,"Collins, Sam",10,8.0,4.0,14,,,,3.0,5.0,,1.0,,2.0,,,5,10,2.0,,12.0,2.0,,96.0
19,"Corbett, Josh",9,7.0,1.0,10,,2.0,,2.0,,3.0,,2.0,,2.0,,7,5,4.0,2.0,,,1.0,83.0
4 ↓,"Ellis, Brandon",1,1.0,2.0,3,,,,,,,,,,,,1,2,1.0,,,1.0,,5.0
8,"Fiorini, Brayden",13,4.0,19.0,32,,,,6.0,3.0,3.0,7.0,6.0,2.0,2.0,,13,21,,,3.0,,,76.0
26,"Flanders, Sam",5,,4.0,9,,,,5.0,1.0,3.0,2.0,2.0,3.0,,,6,2,,,1.0,,,74.0
46,"Graham, Caleb",5,7.0,4.0,9,,,9.0,1.0,,,,,,,,2,7,,,11.0,,,78.0
39,"Holman, Nick",13,6.0,3.0,16,3.0,,,4.0,,3.0,,3.0,1.0,,,7,8,1.0,1.0,1.0,,1.0,81.0
34,"King, Ben",6,5.0,2.0,8,2.0,2.0,,1.0,,2.0,,2.0,2.0,1.0,,4,5,1.0,3.0,3.0,,,94.0
23,"Lemmens, Sean",9,5.0,4.0,13,,,,2.0,2.0,,,2.0,1.0,2.0,,3,9,,,2.0,,,90.0
13,"Lukosius, Jack",16,6.0,6.0,22,,1.0,,1.0,4.0,4.0,,1.0,,,,2,17,,,,,,84.0
11,"Miller, Touk",11,2.0,27.0,38,,,,7.0,2.0,5.0,9.0,7.0,1.0,4.0,,17,22,,,1.0,,2.0,88.0
27,"Powell, Wil",13,2.0,7.0,20,,,,4.0,6.0,1.0,2.0,5.0,1.0,3.0,,5,15,,,2.0,,,82.0
22,"Rankine, Izak",4,3.0,6.0,10,,,,2.0,2.0,2.0,,2.0,,,,5,5,,1.0,1.0,,,72.0
18,"Rowell, Matt",3,1.0,13.0,16,,,,4.0,1.0,1.0,7.0,1.0,2.0,1.0,,7,8,,,2.0,,1.0,68.0
6,"Sexton, Alex",14,4.0,3.0,17,3.0,4.0,,2.0,1.0,1.0,,2.0,,,,8,8,1.0,1.0,1.0,,1.0,72.0
37,"Sharp, Jeremy",24,10.0,6.0,30,,,,2.0,7.0,1.0,,2.0,1.0,,1.0,6,23,,,1.0,2.0,,88.0
24,"Swallow, David",12,5.0,8.0,20,,,,3.0,1.0,1.0,1.0,4.0,,1.0,,12,8,2.0,,1.0,,1.0,79.0
Totals,Totals,230,99.0,148.0,378,11.0,13.0,33.0,59.0,41.0,45.0,37.0,54.0,21.0,20.0,1.0,136,240,14.0,10.0,58.0,5.0,7.0,
Opposition,Opposition,201,70.0,191.0,392,14.0,6.0,46.0,42.0,33.0,56.0,47.0,67.0,20.0,21.0,5.0,144,242,5.0,10.0,40.0,12.0,10.0,
