Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",23y 125d,30 (15-0-15 50.00%),2 (0.07),←,
19,"Betts, Eddie",23y 151d,102 (33-2-67 33.33%),131 (1.28),←,
44,"Carrazzo, Andrew",26y 132d,104 (35-2-67 34.62%),32 (0.31),←,
38,"Garlett, Jeff",20y 266d,12 (9-0-3 75.00%),18 (1.50),←,
4,"Gibbs, Bryce",21y 42d,71 (29-0-42 40.85%),37 (0.52),←,
23,"Henderson, Lachie",20y 133d,20 (11-0-9 55.00%),8 (0.40),5 (3-0-2 60.00%),5 (1.00)
33,"Houlihan, Ryan",28y 95d,187 (63-2-122 34.22%),118 (0.63),←,
40,"Jamison, Michael",23y 319d,39 (18-0-21 46.15%),,←,
45,"Joseph, Aaron",20y 296d,28 (16-0-12 57.14%),3 (0.11),←,
5,"Judd, Chris",26y 230d,180 (108-2-70 60.56%),167 (0.93),46 (24-0-22 52.17%),29 (0.63)
8,"Kreuzer, Matthew",20y 348d,48 (26-0-22 54.17%),27 (0.56),←,
24,"Lucas, Kane",18y 304d,3 (2-0-1 66.67%),,←,
7,"McLean, Brock",24y 46d,98 (39-1-58 40.31%),41 (0.42),4 (2-0-2 50.00%),2 (0.50)
3,"Murphy, Marc",22y 281d,85 (32-0-53 37.65%),68 (0.80),←,
17,"OhAilpin, Setanta",27y 39d,63 (23-1-39 37.30%),41 (0.65),←,
2,"Russell, Jordan",23y 171d,75 (29-1-45 39.33%),14 (0.19),←,
29,"Scotland, Heath",29y 279d,181 (67-1-113 37.29%),59 (0.33),128 (44-1-83 34.77%),47 (0.37)
6,"Simpson, Kade",25y 356d,115 (40-1-74 35.22%),68 (0.59),←,
1,"Walker, Andrew",23y 343d,92 (26-2-64 29.35%),32 (0.35),←,
11,"Warnock, Robert",23y 97d,26 (13-0-13 50.00%),4 (0.15),5 (3-0-2 60.00%),
43,"White, Simon",21y 313d,2 (2-0-0 100.00%),,←,
13,"Yarran, Chris",19y 128d,11 (5-0-6 45.45%),13 (1.18),←,
Totals,Totals,23y 171d,1572 (641-15-916 40.78%),883 (0.56),,
C,"Ratten, Brett",38y 289d,56 (26-0-30 46.43%),,←,
