Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",14,8,2,16,8,2.0,,,,,,,1.0,3.0,,,,,,,,,
3,"Bairstow, Mark",15,3,10,25,1,1.0,,,,,,,,3.0,,,,,,,,,
6,"Barnes, John",9,8,11,20,,,17.0,1.0,,,,,3.0,2.0,2.0,,,,,,,,
27,"Bews, Andrew",9,3,10,19,,,,2.0,,,,,1.0,,,,,,,,,,
40,"Brown, Paul",5,2,3,8,1,2.0,,1.0,,,,,1.0,,,,,,,,,,
35,"Colbert, Leigh",11,4,7,18,1,,,2.0,,,,,2.0,2.0,,,,,,,,,
7,"Couch, Paul",15,3,21,36,,2.0,,3.0,,,,,2.0,1.0,,,,,,,,,
28,"Darcy, Tim",8,1,6,14,,,,,,,,,1.0,,,,,,,,,,
14,"Handley, Steven",1,1,2,3,,,,,,,,,1.0,,,,,,,,,,
29,"Hinkley, Ken",18,9,11,29,1,,,,,,,,5.0,1.0,,,,,,,,,
32,"Hocking, Garry",25,2,8,33,2,3.0,,2.0,,,,,4.0,1.0,3.0,,,,,,,,
1,"Hocking, Steve",7,2,10,17,,,,,,,,,2.0,,,,,,,,,,
17,"McGrath, Tim",15,5,5,20,,,,1.0,,,,,,2.0,,,,,,,,,
20,"OReilly, Stephen",1,1,5,6,,,,,,,,,1.0,,,,,,,,,,
24,"Poole, Trevor",3,1,4,7,,1.0,,3.0,,,,,,1.0,,,,,,,,,
15,"Riccardi, Peter",14,1,10,24,1,2.0,,1.0,,,,,3.0,1.0,,,,,,,,,
8,"Scott, Robert",11,1,10,21,2,1.0,,3.0,,,,,3.0,2.0,,,,,,,,,
25,"Steele, Darren",7,4,8,15,1,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
26,"Stoneham, Barry",10,9,3,13,4,,9.0,,,,,,1.0,5.0,1.0,,,,,,,,
11,"Tudor, Leigh",6,2,5,11,,1.0,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,70,151,355,22,18.0,26.0,20.0,,,,,33.0,27.0,6.0,,,,,,,,
Opposition,Opposition,164,48,83,247,10,8.0,11.0,37.0,,,,,27.0,33.0,,,,,,,,,
