Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",16,4,17,33,,2.0,,,,,,,1.0,2.0,,,,,,,,,
50,"Ballantyne, Jon",7,4,,7,3,2.0,,,,,,,,2.0,,,,,,,,,
35,"Baxter, Darren",10,2,5,15,,,,,,,,,2.0,,,,,,,,,,
1,"Charles, Justin",7,3,5,12,,,2.0,,,,,,2.0,1.0,,,,,,,,,
20,"Coleman, Glenn",10,7,5,15,,,7.0,,,,,,,,,,,,,,,,
12,"Eppelstun, Greg",16,6,5,21,,,,2.0,,,,,,2.0,,,,,,,,,
45,"Ford, Michael",9,3,2,11,,1.0,,1.0,,,,,,1.0,,,,,,,,,
32,"Foster, Peter",11,7,6,17,1,,2.0,1.0,,,,,,2.0,,,,,,,,,
29,"Grant, Chris",11,11,16,27,,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,
7,"Hawkins, Doug",10,5,8,18,1,1.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
10,"Hunter, Mark",17,4,6,23,,1.0,,2.0,,,,,6.0,,,,,,,,,,
4,"Kellett, Nigel",13,5,9,22,,,,,,,,,1.0,2.0,2.0,,,,,,,,
8,"Kennedy, Rick",5,4,8,13,,,,1.0,,,,,,1.0,,,,,,,,,
21,"Kolyniuk, Steven",15,6,6,21,1,3.0,,,,,,,1.0,3.0,,,,,,,,,
39,"Liberatore, Tony",9,2,10,19,,,,,,,,,4.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",29,4,9,38,,,,1.0,,,,,1.0,2.0,1.0,,,,,,,,
25,"Mansfield, Matthew",17,6,4,21,,,,2.0,,,,,5.0,3.0,3.0,,,,,,,,
33,"Royal, Brian",7,2,3,10,1,2.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",11,4,5,16,,1.0,,,,,,,,2.0,,,,,,,,,
58,"Stanley, Darren",2,1,3,5,1,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,90,132,364,8,16.0,12.0,14.0,,,,,28.0,28.0,6.0,,,,,,,,
Opposition,Opposition,215,64,112,327,6,4.0,17.0,17.0,,,,,28.0,28.0,,,,,,,,,
