Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ah Chee, Callum",7,3,7,14,1,2.0,,1.0,,,,7.0,2.0,4.0,,9.0,4.0,1.0,1.0,,,1.0,75.0
31,"Andrews, Harris",5,2,2,7,,,,,3.0,,,4.0,,2.0,,1.0,7.0,,,10.0,,,97.0
43,"Answerth, Noah",8,3,3,11,,,,6.0,2.0,2.0,,4.0,1.0,2.0,,3.0,9.0,,,5.0,,,86.0
10,"Ashcroft, Levi",16,5,9,25,,1.0,,,4.0,3.0,4.0,2.0,2.0,,,9.0,11.0,,,1.0,,,76.0
8,"Ashcroft, Will",11,,10,21,,1.0,,4.0,1.0,1.0,8.0,4.0,2.0,2.0,,12.0,10.0,,,,,,87.0
33,"Bailey, Zac",9,1,8,17,4,1.0,,,1.0,2.0,1.0,2.0,,1.0,2.0,8.0,9.0,,,,,,84.0
7,"Berry, Jarrod",16,10,11,27,,,,1.0,2.0,5.0,2.0,7.0,,,,6.0,21.0,,,,,,85.0
5,"Dunkley, Josh",17,5,10,27,1,,,10.0,2.0,6.0,6.0,4.0,4.0,2.0,1.0,16.0,15.0,,1.0,4.0,,,92.0
3,"Fletcher, Jaspa",6,,6,12,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,5.0,7.0,,,,1.0,,75.0
32,"Fort, Darcy",10,4,4,14,1,,12.0,1.0,4.0,2.0,3.0,3.0,,2.0,,9.0,5.0,1.0,1.0,,,1.0,73.0
30,"Hipwood, Eric",4,3,1,5,1,2.0,1.0,1.0,,1.0,,3.0,,3.0,,1.0,5.0,,2.0,,,,75.0
35,"Lester, Ryan",10,4,5,15,,,,2.0,6.0,,,3.0,,1.0,,8.0,5.0,1.0,,7.0,,,89.0
1 ↓,"Lohmann, Kai",,,2,2,,,,,,1.0,,,,,,1.0,1.0,,,,,,8.0
6,"McCluggage, Hugh",11,2,10,21,,,,1.0,3.0,4.0,5.0,6.0,3.0,2.0,,10.0,13.0,,,1.0,,,76.0
46,"McInerney, Oscar",12,5,6,18,1,1.0,16.0,1.0,3.0,5.0,7.0,4.0,1.0,2.0,,11.0,7.0,2.0,2.0,2.0,,,79.0
26 ↑,"McKenna, Conor",7,1,3,10,,1.0,,,,4.0,,,1.0,,,5.0,5.0,,,,,2.0,65.0
13,"Morris, Logan",5,1,,5,1,1.0,,3.0,,2.0,,,1.0,,,3.0,2.0,,1.0,1.0,1.0,,77.0
9,"Neale, Lachie",5,,5,10,,,,3.0,1.0,,2.0,3.0,3.0,1.0,,8.0,3.0,,,,,,84.0
40,"Payne, Jack",4,2,4,8,,,,1.0,2.0,,,,,,,4.0,3.0,1.0,,3.0,,,95.0
16,"Rayner, Cam",8,2,5,13,,2.0,,,,4.0,,4.0,,2.0,,6.0,8.0,2.0,1.0,1.0,,,90.0
37,"Starcevich, Brandon",6,3,7,13,,,,2.0,1.0,1.0,2.0,,1.0,,,7.0,7.0,,,1.0,,,66.0
44,"Wilmot, Darcy",17,4,8,25,,1.0,,4.0,4.0,3.0,,6.0,4.0,4.0,,9.0,13.0,,,2.0,,,85.0
15,"Zorko, Dayne",20,6,4,24,2,,,3.0,6.0,4.0,,1.0,2.0,,,5.0,15.0,,,2.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,66,130,344,12,14.0,29.0,46.0,47.0,52.0,42.0,68.0,28.0,31.0,3.0,156.0,185.0,8.0,9.0,40.0,2.0,4.0,
Opposition,Opposition,210,80,141,351,12,10.0,44.0,60.0,39.0,59.0,36.0,71.0,31.0,28.0,3.0,131.0,207.0,8.0,9.0,46.0,10.0,5.0,
