Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",19,,9.0,28,,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
35,"Baxter, Darren",15,4.0,3.0,18,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,
6,"Campbell, Tony",8,6.0,3.0,11,,,,,,,,,,,,,,,,,,,
20,"Coleman, Glenn",6,3.0,2.0,8,,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,
26,"Del-Re, Danny",10,7.0,1.0,11,4.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Foster, Peter",18,9.0,7.0,25,,,,,,,,,3.0,2.0,,,,,,,,,
29,"Grant, Chris",11,5.0,6.0,17,3.0,2.0,,3.0,,,,,2.0,1.0,,,,,,,,,
7,"Hawkins, Doug",13,7.0,4.0,17,2.0,3.0,,1.0,,,,,,1.0,,,,,,,,,
4,"Kellett, Nigel",12,,3.0,15,,1.0,,2.0,,,,,2.0,1.0,1.0,,,,,,,,
21,"Kolyniuk, Steven",15,6.0,,15,6.0,4.0,,,,,,,,1.0,3.0,,,,,,,,
39,"Liberatore, Tony",9,3.0,9.0,18,1.0,,,3.0,,,,,3.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",15,4.0,13.0,28,,,,3.0,,,,,4.0,6.0,,,,,,,,,
25,"Mansfield, Matthew",20,3.0,7.0,27,,,,2.0,,,,,3.0,,,,,,,,,,
5,"Moloney, Troy",6,,3.0,9,,,,1.0,,,,,,1.0,,,,,,,,,
33,"Royal, Brian",4,1.0,,4,,3.0,,1.0,,,,,,,,,,,,,,,
31,"Smith, Rohan",5,3.0,4.0,9,,1.0,,,,,,,,1.0,,,,,,,,,
17,"Standfield, Barry",10,7.0,3.0,13,,2.0,,,,,,,,2.0,,,,,,,,,
8,"Toohey, Bernard",11,6.0,8.0,19,,,,,,,,,5.0,,,,,,,,,,
24,"Wallis, Stephen",16,2.0,11.0,27,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,
15,"Wynd, Scott",6,10.0,13.0,19,,,17.0,,,,,,4.0,2.0,2.0,,,,,,,,
Totals,Totals,229,86.0,109.0,338,18.0,20.0,20.0,23.0,,,,,32.0,24.0,6.0,,,,,,,,
Opposition,Opposition,176,73.0,85.0,261,11.0,6.0,17.0,21.0,,,,,24.0,32.0,,,,,,,,,
