St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",10,9,7,17,,,,,5.0,,,3.0,,2.0,,3.0,13.0,2.0,,6.0,,,90.0
16,"Butler, Dan",6,4,2,8,1,1.0,,3.0,1.0,2.0,,2.0,,,,2.0,6.0,1.0,1.0,1.0,,,73.0
13,"Byrnes, Ryan",15,7,7,22,,,,3.0,3.0,1.0,3.0,,1.0,,,7.0,14.0,,1.0,1.0,,,84.0
11,"Clark, Hunter",10,2,7,17,,,,4.0,,3.0,3.0,8.0,,2.0,,8.0,7.0,,,,,,64.0
23,"Henry, Liam",11,5,9,20,1,,,3.0,,4.0,3.0,3.0,,,,10.0,10.0,1.0,1.0,2.0,,1.0,87.0
1,"Higgins, Jack",5,2,4,9,3,1.0,,5.0,,1.0,1.0,1.0,1.0,,,4.0,4.0,,1.0,,,,80.0
8,"Hill, Bradley",14,10,10,24,,,,3.0,6.0,2.0,1.0,3.0,,2.0,,3.0,22.0,,,,1.0,,87.0
20,"Howard, Dougal",9,9,8,17,,,,1.0,2.0,,1.0,1.0,2.0,,,9.0,10.0,2.0,,6.0,,,86.0
19,"Marshall, Rowan",13,7,3,16,2,,20.0,5.0,1.0,3.0,2.0,6.0,,4.0,,7.0,9.0,2.0,2.0,1.0,,,90.0
28,"Membrey, Tim",7,5,1,8,1,,,,,2.0,,4.0,,2.0,,4.0,4.0,2.0,2.0,2.0,,1.0,76.0
10,"Owens, Mitch",4,1,3,7,,,1.0,5.0,,,,1.0,2.0,,,4.0,3.0,,,4.0,,,87.0
33 ↑,"Paton, Ben",,,2,2,,,,1.0,,,,,,,,2.0,,,,,,,22.0
25,"Phillipou, Mattaes",21,5,5,26,1,1.0,,5.0,,7.0,5.0,3.0,2.0,,,6.0,20.0,1.0,,,1.0,2.0,68.0
27,"Schoenmaker, Arie",11,5,2,13,,,,,2.0,2.0,,1.0,,1.0,,,10.0,,,1.0,,,73.0
43,"Sharman, Cooper",6,6,4,10,2,,,2.0,,1.0,,,1.0,,,4.0,6.0,,2.0,3.0,,,75.0
35,"Sinclair, Jack",16,6,12,28,,,,3.0,3.0,3.0,3.0,3.0,,,,9.0,14.0,,,1.0,,2.0,83.0
9,"Steele, Jack",10,7,18,28,,,,7.0,1.0,1.0,4.0,3.0,,1.0,2.0,14.0,13.0,,,1.0,,,87.0
7,"Wanganeen-Milera, Nasiah",24,6,4,28,,,,1.0,7.0,1.0,,3.0,,1.0,,4.0,16.0,1.0,,2.0,,1.0,89.0
29,"Webster, Jimmy",9,4,6,15,,,,4.0,2.0,,,1.0,1.0,,,5.0,11.0,1.0,,1.0,,,85.0
44,"Wilkie, Callum",22,14,4,26,,,,4.0,7.0,1.0,1.0,1.0,,1.0,,4.0,22.0,1.0,,3.0,,,100.0
22,"Wilson, Darcy",4,5,5,9,1,,,1.0,1.0,2.0,1.0,,1.0,,,4.0,5.0,,,2.0,,,73.0
2 ↓,"Windhager, Marcus",1,1,10,11,,,,2.0,,2.0,,3.0,,,,3.0,8.0,,,,,1.0,54.0
32,"Wood, Mason",8,6,6,14,1,,,1.0,,3.0,1.0,5.0,,3.0,,8.0,7.0,1.0,1.0,2.0,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,126,139,375,13,6.0,21.0,63.0,41.0,41.0,29.0,55.0,11.0,19.0,2.0,124.0,234.0,15.0,11.0,39.0,2.0,9.0,
Opposition,Opposition,224,97,137,361,11,16.0,40.0,41.0,28.0,54.0,30.0,49.0,19.0,11.0,4.0,132.0,221.0,7.0,12.0,46.0,9.0,8.0,
