Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41,"Banks, Sam",13,8,7,20,1,,,3.0,4.0,,1.0,1.0,1.0,1.0,,4.0,14.0,,,,,,76.0
35,"Broad, Nathan",7,4,6,13,,,,1.0,,1.0,,1.0,,,,2.0,8.0,,,5.0,,,96.0
30,"Brown, Tom",16,11,7,23,,,,1.0,8.0,3.0,1.0,4.0,,,,7.0,15.0,,,,,,82.0
44,"Campbell, Seth",5,3,8,13,,,,4.0,,3.0,2.0,1.0,1.0,,,8.0,6.0,,,1.0,2.0,,90.0
26,"Faull, Jonty",5,5,3,8,1,1.0,,,,,,1.0,,,,4.0,4.0,2.0,2.0,,,,74.0
2,"Hopper, Jacob",13,3,14,27,1,1.0,,2.0,3.0,4.0,5.0,5.0,1.0,1.0,,11.0,16.0,,,1.0,1.0,,89.0
24,"Hotton, Taj",6,3,4,10,1,,,3.0,,3.0,1.0,1.0,1.0,,,6.0,5.0,,1.0,1.0,,,56.0
20,"Koschitzke, Jacob",2,3,4,6,,1.0,,,,,,2.0,1.0,1.0,,5.0,1.0,2.0,2.0,4.0,,,80.0
7,"Mansell, Rhyan",4,2,1,5,,,,3.0,1.0,2.0,,4.0,,3.0,,,5.0,,,,,,82.0
33,"McIntosh, Kamdyn",11,5,9,20,,,,1.0,2.0,1.0,,3.0,1.0,1.0,,7.0,13.0,1.0,,5.0,,,88.0
12,"Miller, Ben",11,8,3,14,,,,3.0,4.0,3.0,1.0,2.0,1.0,2.0,,4.0,11.0,,,11.0,,,94.0
25,"Nankervis, Toby",10,1,8,18,,,28.0,1.0,5.0,,7.0,2.0,3.0,2.0,,13.0,5.0,,,4.0,,1.0,82.0
3,"Prestia, Dion",10,2,18,28,,,,1.0,2.0,6.0,3.0,7.0,,2.0,,11.0,18.0,,,2.0,,1.0,85.0
17,"Rioli, Maurice",7,3,2,9,,1.0,,2.0,,1.0,,4.0,1.0,2.0,,4.0,4.0,,,,3.0,,73.0
5,"Ross, Jack",7,4,14,21,,,,8.0,2.0,2.0,5.0,3.0,,2.0,,9.0,13.0,,,2.0,,,82.0
15,"Short, Jayden",19,10,6,25,1,,,1.0,6.0,5.0,1.0,1.0,,,,3.0,20.0,,2.0,,2.0,,80.0
38,"Sims, Tom",1,2,6,7,,,,,,,,4.0,,1.0,,2.0,6.0,1.0,1.0,1.0,,,73.0
40 ↓,"Sonsie, Tyler",9,6,5,14,,1.0,,1.0,1.0,3.0,,1.0,,,,2.0,12.0,,,,,,59.0
14,"Taranto, Tim",15,7,19,34,1,,,5.0,1.0,5.0,4.0,3.0,2.0,,3.0,10.0,24.0,,1.0,,,,86.0
31,"Trainor, Luke",11,5,5,16,,2.0,,5.0,1.0,1.0,,4.0,2.0,2.0,,4.0,13.0,,1.0,3.0,,,73.0
36 ↑,"Trezise, James",4,2,5,9,,1.0,,,1.0,1.0,,2.0,,1.0,,4.0,6.0,,,2.0,,1.0,27.0
1,"Vlastuin, Nick",15,8,8,23,,,,4.0,3.0,2.0,,2.0,1.0,,,4.0,16.0,1.0,,3.0,,2.0,83.0
45,"Young, Tylar",11,8,7,18,,,,1.0,6.0,,,1.0,,1.0,,5.0,13.0,1.0,,6.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,113,169,381,6,10.0,28.0,50.0,50.0,46.0,31.0,59.0,16.0,22.0,3.0,129.0,248.0,8.0,10.0,51.0,8.0,5.0,
Opposition,Opposition,206,86,143,349,4,13.0,40.0,56.0,40.0,55.0,33.0,52.0,22.0,16.0,3.0,117.0,220.0,7.0,8.0,30.0,20.0,,
