Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",8,7.0,7.0,15,2.0,,,1.0,,5.0,1.0,4.0,,1.0,,5.0,11.0,,2.0,1.0,1.0,1.0,86.0
15,"Anderson, Noah",19,6.0,13.0,32,,,,5.0,2.0,8.0,6.0,6.0,1.0,3.0,,14.0,22.0,,,2.0,,1.0,88.0
10,"Ballard, Charlie",6,3.0,4.0,10,,,,1.0,2.0,1.0,,5.0,2.0,2.0,,3.0,6.0,,,4.0,,,87.0
35 ↓,"Budarick, Connor",8,3.0,,8,,,,3.0,3.0,1.0,,1.0,,,,,6.0,,,2.0,,,54.0
30,"Casboult, Levi",12,8.0,,12,4.0,4.0,,1.0,,,,2.0,3.0,,,8.0,4.0,4.0,7.0,2.0,,,100.0
1,"Chol, Mabior",6,5.0,5.0,11,3.0,,6.0,4.0,,2.0,2.0,2.0,2.0,,,6.0,5.0,1.0,1.0,2.0,1.0,2.0,77.0
25,"Collins, Sam",3,1.0,5.0,8,,,,1.0,1.0,,,5.0,1.0,2.0,,5.0,3.0,,,10.0,,,100.0
5,"Davies, Alex",8,5.0,5.0,13,,1.0,,1.0,1.0,1.0,1.0,4.0,,,,6.0,8.0,1.0,1.0,2.0,,,62.0
4,"Ellis, Brandon",13,4.0,13.0,26,,,,2.0,5.0,2.0,,3.0,1.0,,,6.0,18.0,,,,,1.0,92.0
50,"Farrar, Jy",4,4.0,4.0,8,,,,4.0,1.0,,,6.0,1.0,3.0,,3.0,6.0,,,2.0,2.0,,74.0
8,"Fiorini, Brayden",13,3.0,6.0,19,,,,2.0,1.0,2.0,3.0,3.0,,,,6.0,11.0,,,3.0,,1.0,77.0
7,"Holman, Nick",5,3.0,1.0,6,2.0,,,3.0,,1.0,,3.0,1.0,1.0,,1.0,5.0,,2.0,,,,78.0
23,"Lemmens, Sean",9,4.0,4.0,13,,,,4.0,6.0,,,,,,,1.0,10.0,1.0,,1.0,1.0,,95.0
13,"Lukosius, Jack",8,8.0,3.0,11,,1.0,,2.0,,2.0,,2.0,,2.0,,2.0,8.0,1.0,1.0,2.0,,,78.0
44,"Macpherson, Darcy",5,1.0,1.0,6,,,,2.0,,2.0,,,1.0,,,1.0,5.0,,,1.0,,,64.0
11,"Miller, Touk",21,4.0,15.0,36,2.0,,,6.0,2.0,8.0,10.0,6.0,2.0,1.0,3.0,17.0,20.0,,1.0,1.0,,2.0,86.0
22,"Rankine, Izak",3,,5.0,8,,,,,,,,6.0,1.0,3.0,,2.0,5.0,,,1.0,1.0,1.0,84.0
41,"Rosas, Malcolm",3,3.0,4.0,7,1.0,,,3.0,,1.0,,1.0,1.0,,,3.0,5.0,,1.0,,,,69.0
18,"Rowell, Matt",10,3.0,13.0,23,,,,6.0,1.0,5.0,8.0,2.0,2.0,1.0,,14.0,9.0,,,3.0,,,78.0
20 ↑,"Sharp, Jeremy",1,,2.0,3,,,,,,,,,,,,4.0,,,,,,,24.0
24,"Swallow, David",10,6.0,3.0,13,,,,1.0,2.0,1.0,,2.0,,1.0,,,14.0,,,,,1.0,83.0
14,"Weller, Lachie",14,3.0,5.0,19,,,,2.0,5.0,2.0,,3.0,,,,4.0,9.0,,,,,,82.0
28,"Witts, Jarrod",9,5.0,11.0,20,,,44.0,1.0,1.0,2.0,5.0,8.0,,3.0,,12.0,9.0,1.0,,5.0,,2.0,85.0
Totals,Totals,198,89.0,129.0,327,14.0,6.0,50.0,55.0,33.0,46.0,36.0,74.0,19.0,23.0,3.0,123.0,199.0,9.0,16.0,44.0,6.0,12.0,
Opposition,Opposition,208,92.0,148.0,356,17.0,13.0,17.0,56.0,31.0,52.0,33.0,71.0,23.0,19.0,3.0,129.0,221.0,15.0,13.0,40.0,2.0,10.0,
