Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",23y 170d,68 (11-1-56 16.91%),16 (0.24),13 (4-0-9 30.77%),3 (0.23)
17,"Chick, Daniel",22y 179d,60 (23-1-36 39.17%),59 (0.98),←,
23,"Crawford, Justin",21y 141d,45 (21-1-23 47.78%),32 (0.71),28 (10-0-18 35.71%),21 (0.75)
9,"Crawford, Shane",23y 333d,111 (51-1-59 46.40%),85 (0.77),←,
24,"Croad, Trent",18y 152d,14 (4-0-10 28.57%),3 (0.21),←,
32,"Dixon, Ben",21y 55d,29 (11-0-18 37.93%),38 (1.31),←,
34,"Graham, Mark",25y 148d,97 (41-1-55 42.78%),32 (0.33),←,
5,"Harford, Daniel",21y 142d,71 (27-0-44 38.03%),27 (0.38),←,
13,"Hassall, Jon",24y 359d,79 (29-2-48 37.97%),14 (0.18),29 (10-0-19 34.48%),2 (0.07)
2,"Holland, Nick",24y 10d,74 (28-1-45 38.51%),97 (1.31),←,
14,"Krummel, Brendan",26y 45d,58 (24-0-34 41.38%),37 (0.64),48 (18-0-30 37.50%),34 (0.71)
37,"Lekkas, Angelo",22y 40d,44 (14-0-30 31.82%),5 (0.11),←,
18,"Lloyd, Brad",22y 326d,5 (2-0-3 40.00%),3 (0.60),←,
15,"Lord, Aaron",23y 18d,73 (36-1-36 50.00%),62 (0.85),41 (13-0-28 31.71%),43 (1.05)
7,"McCabe, Luke",21y 363d,47 (19-0-28 40.43%),3 (0.06),←,
31,"Obst, Chris",18y 303d,3 (2-0-1 66.67%),,←,
20,"Rawlings, Jade",20y 303d,20 (4-0-16 20.00%),13 (0.65),←,
10,"Robran, Jonathon",25y 291d,54 (21-0-33 38.89%),5 (0.09),←,
4,"Salmon, Paul",33y 200d,265 (144-3-118 54.91%),533 (2.01),56 (21-1-34 38.39%),24 (0.43)
6,"Taylor, Richard",25y 25d,71 (28-1-42 40.14%),30 (0.42),←,
8,"Treleven, Craig",28y 55d,55 (22-1-32 40.91%),13 (0.24),←,
30,"Woods, Tony",29y 37d,111 (44-1-66 40.09%),23 (0.21),80 (28-1-51 35.63%),13 (0.16)
Totals,Totals,23y 301d,1454 (606-15-833 41.68%),1130 (0.78),,
C,"Judge, Ken",40y 205d,64 (24-1-39 38.28%),,←,
