St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Acres, Blake",7,1,8,15,,,,4.0,2.0,4.0,1.0,3.0,,1.0,,7.0,8.0,,,,1.0,2.0,77.0
26,"Battle, Josh",17,9,4,21,,,,4.0,4.0,2.0,,4.0,4.0,2.0,,6.0,14.0,1.0,,4.0,1.0,1.0,90.0
15,"Billings, Jack",11,7,13,24,,,,3.0,2.0,1.0,,3.0,1.0,2.0,,5.0,17.0,1.0,1.0,3.0,1.0,,92.0
22,"Brown, Nathan",2,1,7,9,,,,4.0,,,,,2.0,,,5.0,4.0,,,10.0,,,95.0
27,"Bruce, Josh",3,2,4,7,,1.0,,,,1.0,,1.0,1.0,1.0,,5.0,2.0,,,1.0,,,85.0
4,"Gresham, Jade",10,2,9,19,1,1.0,,2.0,1.0,6.0,3.0,5.0,,1.0,,10.0,11.0,,,1.0,1.0,2.0,83.0
25,"Kent, Dean",4,1,3,7,1,,,2.0,1.0,,1.0,2.0,,,,2.0,5.0,,1.0,1.0,,2.0,83.0
21,"Long, Ben",5,2,4,9,1,,,5.0,,2.0,1.0,2.0,1.0,2.0,,3.0,6.0,1.0,1.0,1.0,,1.0,79.0
18,"Longer, Billy",5,5,5,10,,,24.0,3.0,,3.0,3.0,1.0,2.0,,,6.0,3.0,2.0,,5.0,,,84.0
13,"Lonie, Jack",4,3,,4,,2.0,,,,,,,,,,2.0,3.0,,1.0,,,,25.0
36,"McKenzie, Daniel",12,12,7,19,,,,,4.0,,,2.0,,1.0,,2.0,17.0,,,6.0,,,92.0
28,"Membrey, Tim",6,5,5,11,2,,,1.0,,1.0,,4.0,,2.0,,6.0,7.0,,2.0,1.0,,,93.0
16,"Newnes, Jack",14,9,9,23,,,,1.0,3.0,,2.0,,,,,6.0,17.0,,,2.0,,,90.0
34,"Parker, Matthew",6,5,4,10,3,,,2.0,,,,3.0,,2.0,,5.0,7.0,2.0,3.0,2.0,,,81.0
33,"Paton, Ben",11,5,7,18,1,,,5.0,3.0,3.0,,1.0,1.0,,,5.0,12.0,,,1.0,1.0,,73.0
6,"Ross, Sebastian",21,5,5,26,,1.0,,8.0,3.0,8.0,2.0,,1.0,,,7.0,19.0,,,,1.0,1.0,89.0
5,"Savage, Shane",17,10,13,30,,,,3.0,5.0,4.0,1.0,1.0,,,,4.0,26.0,1.0,,1.0,2.0,,86.0
35,"Sinclair, Jack",8,6,11,19,,,,8.0,3.0,3.0,1.0,3.0,,1.0,,6.0,13.0,,,3.0,,,87.0
9,"Steele, Jack",8,3,13,21,,1.0,,8.0,,4.0,7.0,4.0,1.0,2.0,,15.0,8.0,,,1.0,,,80.0
3,"Steven, Jack",14,4,8,22,1,1.0,,3.0,2.0,1.0,5.0,3.0,4.0,,,11.0,11.0,,1.0,,2.0,,66.0
29,"Webster, Jimmy",6,2,9,15,,,,5.0,2.0,2.0,1.0,1.0,,,,7.0,8.0,,,1.0,,,82.0
44,"Wilkie, Callum",6,2,8,14,,,,1.0,1.0,,,,,,,6.0,7.0,,,5.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,101,156,353,10,8.0,24.0,72.0,36.0,45.0,28.0,43.0,18.0,17.0,,131.0,225.0,8.0,10.0,49.0,10.0,9.0,
Opposition,Opposition,242,118,158,400,15,7.0,45.0,50.0,33.0,52.0,40.0,49.0,17.0,18.0,6.0,152.0,245.0,14.0,17.0,44.0,,9.0,
