Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",29y 283d,248 (175-2-71 70.97%),163 (0.66),←,
46,"Blicavs, Mark",22y 169d,21 (16-0-5 76.19%),7 (0.33),←,
35,"Chapman, Paul",31y 312d,251 (166-2-83 66.53%),336 (1.34),←,
28,"Christensen, Allen",22y 117d,56 (43-0-13 76.79%),49 (0.88),←,
11,"Corey, Joel",31y 208d,275 (182-2-91 66.55%),79 (0.29),←,
22,"Duncan, Mitch",22y 95d,75 (59-0-16 78.67%),64 (0.85),←,
29,"Guthrie, Cameron",21y 25d,39 (28-0-11 71.79%),5 (0.13),←,
26,"Hawkins, Tom",25y 54d,122 (97-0-25 79.51%),217 (1.78),←,
8,"Hunt, Josh",31y 183d,197 (134-1-62 68.27%),29 (0.15),←,
19,"Hunt, Taylor",22y 312d,56 (44-0-12 78.57%),16 (0.29),←,
20,"Johnson, Steve",30y 71d,214 (155-2-57 72.90%),401 (1.87),←,
9,"Kelly, James",29y 258d,232 (159-1-72 68.75%),87 (0.38),←,
13,"Lonergan, Tom",29y 119d,121 (91-1-29 75.62%),51 (0.42),←,
4,"Mackie, Andrew",29y 37d,197 (152-0-45 77.16%),85 (0.43),←,
32,"Motlop, Steven",22y 185d,50 (35-0-15 70.00%),70 (1.40),←,
31,"Podsiadly, James",32y 3d,82 (62-0-20 75.61%),169 (2.06),←,
25,"Rivers, Jared",28y 330d,159 (62-3-94 39.94%),18 (0.11),9 (8-0-1 88.89%),
14,"Selwood, Joel",25y 110d,159 (130-0-29 81.76%),90 (0.57),←,
27,"Stokes, Mathew",28y 295d,154 (122-0-32 79.22%),192 (1.25),←,
7,"Taylor, Harry",27y 93d,135 (107-0-28 79.26%),37 (0.27),←,
5,"Varcoe, Travis",25y 156d,114 (98-0-16 85.96%),121 (1.06),←,
30,"Vardy, Nathan",22y 80d,20 (15-0-5 75.00%),18 (0.90),←,
Totals,Totals,26y 325d,2977 (2132-14-831 71.62%),2304 (0.77),,
C,"Scott, Chris",37y 133d,72 (56-0-16 77.78%),,←,
