Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",22y 337d,42 (21-0-21 50.00%),22 (0.52),←,
1,"Boak, Travis",29y 355d,238 (115-1-122 48.53%),156 (0.66),←,
33,"Byrne-Jones, Darcy",22y 305d,59 (33-0-26 55.93%),5 (0.08),←,
17,"Clurey, Tom",24y 121d,57 (35-0-22 61.40%),,←,
22,"Dixon, Charlie",27y 302d,123 (52-1-70 42.68%),193 (1.57),58 (33-0-25 56.90%),99 (1.71)
7,"Ebert, Brad",28y 111d,230 (108-1-121 47.17%),114 (0.50),154 (80-1-73 52.27%),81 (0.53)
9,"Gray, Robbie",30y 114d,194 (94-0-100 48.45%),285 (1.47),←,
46,"Gray, Sam",26y 171d,73 (44-0-29 60.27%),62 (0.85),←,
36,"Hombsch, Jack",25y 137d,94 (49-0-45 52.13%),1 (0.01),85 (49-0-36 57.65%),1 (0.01)
43,"Houston, Dan",21y 71d,34 (22-0-12 64.71%),4 (0.12),←,
32,"Howard, Dougal",22y 119d,27 (17-0-10 62.96%),4 (0.15),←,
40,"Lienert, Jarrod",23y 351d,1 (0-0-1 0.00%),,←,
29,"Pittard, Jasper",27y 112d,121 (65-0-56 53.72%),11 (0.09),←,
21,"Polec, Jared",25y 283d,101 (58-0-43 57.43%),53 (0.52),85 (51-0-34 60.00%),44 (0.52)
2,"Powell-Pepper, Sam",20y 195d,35 (23-0-12 65.71%),21 (0.60),←,
11,"Rockliff, Tom",28y 150d,168 (56-0-112 33.33%),94 (0.56),14 (10-0-4 71.43%),7 (0.50)
48,"Thomas, Lindsay",30y 144d,212 (103-2-107 49.06%),329 (1.55),7 (4-0-3 57.14%),4 (0.57)
19,"Trengove, Jack",26y 323d,89 (24-2-63 28.09%),39 (0.44),3 (2-0-1 66.67%),
23,"Watts, Jack",27y 118d,167 (54-2-111 32.93%),159 (0.95),14 (8-0-6 57.14%),16 (1.14)
39,"Westhoff, Justin",31y 294d,243 (117-1-125 48.35%),284 (1.17),←,
16,"Wines, Ollie",23y 288d,124 (70-0-54 56.45%),56 (0.45),←,
20,"Wingard, Chad",24y 358d,142 (75-1-66 53.17%),226 (1.59),←,
Totals,Totals,26y 17d,2574 (1235-11-1328 47.98%),2118 (0.82),,
C,"Hinkley, Ken",51y 295d,132 (76-0-56 57.58%),,←,
