0,1,2,3,4,5,6
←,"Round: 19 Venue: Princes Park Date: Sun, 13-Aug-1995 2:10 PM Attendance: 16350","Round: 19 Venue: Princes Park Date: Sun, 13-Aug-1995 2:10 PM Attendance: 16350","Round: 19 Venue: Princes Park Date: Sun, 13-Aug-1995 2:10 PM Attendance: 16350","Round: 19 Venue: Princes Park Date: Sun, 13-Aug-1995 2:10 PM Attendance: 16350","Round: 19 Venue: Princes Park Date: Sun, 13-Aug-1995 2:10 PM Attendance: 16350",→
←,Carlton,5.4.34,7.7.49,10.13.73,11.19.85,→
←,Brisbane Bears,2.2.14,8.6.54,9.6.60,10.11.71,→
←,Qrt margin,CA by 20,BB by 5,CA by 13,CA by 14,→
←,Qrt scores,CA 34-14,BB 40-15,CA 24-6,CA 12-11,→
←,Field umpires,"Shane McInerney (17), Anton McKernan (62), Denis Rich (202)","Shane McInerney (17), Anton McKernan (62), Denis Rich (202)","Shane McInerney (17), Anton McKernan (62), Denis Rich (202)","Shane McInerney (17), Anton McKernan (62), Denis Rich (202)",→
