Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
19,"Armstrong, Tony",22y 254d,17 (9-0-8 52.94%),1 (0.06),3 (3-0-0 100.00%),1 (0.33)
14,"Bird, Craig",23y 140d,73 (39-1-33 54.11%),31 (0.42),←,
24,"Bolton, Jude",32y 86d,290 (158-4-128 55.17%),155 (0.53),←,
8,"Dennis-Lane, Trent",23y 284d,16 (11-0-5 68.75%),27 (1.69),←,
13,"Everitt, Andrejs",23y 88d,54 (32-2-20 61.11%),22 (0.41),18 (10-1-7 58.33%),14 (0.78)
39,"Grundy, Heath",26y 7d,101 (56-1-44 55.94%),20 (0.20),←,
4,"Hannebery, Dan",21y 106d,63 (36-1-26 57.94%),18 (0.29),←,
15,"Jack, Kieren",24y 347d,100 (52-2-46 53.00%),64 (0.64),←,
32,"Jetta, Lewis",23y 36d,51 (30-1-20 59.80%),43 (0.84),←,
34,"Johnson, Alex",20y 99d,31 (20-0-11 64.52%),1 (0.03),←,
12,"Kennedy, Josh",23y 355d,72 (40-1-31 56.25%),38 (0.53),59 (35-1-23 60.17%),34 (0.58)
9,"Malceski, Nick",27y 299d,114 (72-1-41 63.60%),50 (0.44),←,
29,"Mattner, Martin",29y 308d,202 (115-2-85 57.43%),40 (0.20),104 (55-2-47 53.85%),26 (0.25)
3,"McVeigh, Jarrad",27y 63d,180 (103-3-74 58.06%),129 (0.72),←,
41,"Mumford, Shane",25y 340d,65 (44-1-20 68.46%),21 (0.32),44 (27-1-16 62.50%),18 (0.41)
5,"OKeefe, Ryan",31y 137d,243 (136-3-104 56.58%),239 (0.98),←,
38,"Pyke, Mike",28y 77d,32 (16-0-16 50.00%),5 (0.16),←,
20,"Reid, Sam",20y 165d,35 (21-1-13 61.43%),34 (0.97),←,
25,"Richards, Ted",29y 150d,167 (94-3-70 57.19%),31 (0.19),134 (75-3-56 57.09%),12 (0.09)
30,"Roberts-Thomson, Lewis",28y 275d,156 (89-1-66 57.37%),32 (0.21),←,
2,"Shaw, Rhyce",30y 237d,173 (89-1-83 51.73%),41 (0.24),79 (41-1-37 52.53%),21 (0.27)
40,"Smith, Nick",23y 363d,61 (31-1-29 51.64%),8 (0.13),←,
Totals,Totals,25y 308d,2296 (1293-30-973 56.32%),1050 (0.46),,
C,"Longmire, John",41y 161d,35 (21-1-13 61.43%),,←,
