Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",33y 31d,254 (101-2-151 40.16%),256 (1.01),234 (97-2-135 41.88%),235 (1.00)
17,"Burns, Scott",30y 246d,202 (84-1-117 41.83%),121 (0.60),←,
10,"Caracella, Blake",28y 164d,181 (114-2-65 63.54%),218 (1.20),21 (5-0-16 23.81%),34 (1.62)
8,"Clement, James",28y 356d,194 (77-0-117 39.69%),47 (0.24),110 (51-0-59 46.36%),9 (0.08)
34,"Cloke, Jason",23y 112d,69 (35-0-34 50.72%),10 (0.14),←,
41,"Davies, Ben",19y 197d,7 (1-0-6 14.29%),,←,
1,"Davis, Leon",24y 70d,100 (42-0-58 42.00%),115 (1.15),←,
15,"Egan, Chris",18y 304d,13 (4-0-9 30.77%),7 (0.54),←,
6,"Holland, Brodie",25y 235d,130 (51-0-79 39.23%),126 (0.97),94 (43-0-51 45.74%),89 (0.95)
18,"Licuria, Paul",27y 234d,160 (66-0-94 41.25%),55 (0.34),150 (64-0-86 42.67%),53 (0.35)
24,"Lockyer, Tarkyn",25y 300d,119 (50-0-69 42.02%),64 (0.54),←,
3,"Lonie, Ryan",22y 175d,96 (47-0-49 48.96%),49 (0.51),←,
27,"Maxwell, Nick",22y 84d,30 (11-0-19 36.67%),6 (0.20),←,
7,"Morrison, Chad",27y 150d,163 (81-1-81 50.00%),88 (0.54),15 (4-0-11 26.67%),1 (0.07)
11,"OBree, Shane",26y 164d,145 (67-0-78 46.21%),59 (0.41),126 (58-0-68 46.03%),56 (0.44)
35,"Prestigiacomo, Simon",27y 207d,160 (62-0-98 38.75%),3 (0.02),←,
21,"Richards, Guy",22y 158d,14 (4-0-10 28.57%),3 (0.21),←,
9,"Rowe, Julian",20y 93d,24 (9-0-15 37.50%),8 (0.33),←,
39,"Shaw, Heath",19y 272d,6 (0-0-6 0.00%),1 (0.17),←,
36,"Swan, Dane",21y 182d,30 (11-0-19 36.67%),5 (0.17),←,
14,"Wakelin, Shane",31y 14d,202 (94-2-106 47.03%),19 (0.09),108 (53-0-55 49.07%),
2,"Woewodin, Shane",29y 45d,200 (91-0-109 45.50%),94 (0.47),62 (27-0-35 43.55%),31 (0.50)
Totals,Totals,25y 106d,2499 (1102-8-1389 44.10%),1354 (0.54),,
C,"Malthouse, Mick",52y 9d,516 (286-4-226 55.81%),,138 (63-0-75 45.65%),
