Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
26,"Anderson, Joe",20y 199d,10 (4-0-6 40.00%),,←,
27,"Armfield, Dennis",22y 201d,21 (10-0-11 47.62%),2 (0.10),←,
47,"Bentley, Greg",22y 93d,24 (11-0-13 45.83%),7 (0.29),3 (2-0-1 66.67%),1 (0.33)
19,"Betts, Eddie",22y 227d,90 (25-2-63 28.89%),116 (1.29),←,
44,"Carrazzo, Andrew",25y 208d,91 (27-2-62 30.77%),27 (0.30),←,
25,"Fevola, Brendan",28y 172d,179 (64-2-113 36.31%),541 (3.02),←,
14,"Fisher, Brad",25y 93d,96 (31-1-64 32.81%),123 (1.28),←,
38,"Garlett, Jeff",19y 342d,8 (6-0-2 75.00%),7 (0.88),←,
4,"Gibbs, Bryce",20y 118d,58 (21-0-37 36.21%),26 (0.45),←,
16,"Grigg, Shaun",21y 83d,32 (13-0-19 40.63%),7 (0.22),←,
22,"Hampson, Shaun",21y 112d,21 (10-0-11 47.62%),4 (0.19),←,
23,"Hartlett, Adam",23y 80d,9 (2-0-7 22.22%),2 (0.22),←,
33,"Houlihan, Ryan",27y 171d,174 (55-2-117 32.18%),108 (0.62),←,
40,"Jamison, Michael",23y 30d,34 (15-0-19 44.12%),,←,
9,"Johnson, Chris",23y 167d,38 (14-0-24 36.84%),3 (0.08),7 (5-0-2 71.43%),1 (0.14)
45,"Joseph, Aaron",20y 7d,15 (8-0-7 53.33%),1 (0.07),←,
5,"Judd, Chris",25y 306d,170 (101-2-67 60.00%),162 (0.95),36 (17-0-19 47.22%),24 (0.67)
8,"Kreuzer, Matthew",20y 59d,35 (18-0-17 51.43%),21 (0.60),←,
3,"Murphy, Marc",21y 357d,72 (24-0-48 33.33%),49 (0.68),←,
2,"Russell, Jordan",22y 247d,62 (21-1-40 34.68%),13 (0.21),←,
6,"Simpson, Kade",25y 67d,102 (32-1-69 31.86%),54 (0.53),←,
32,"Thornton, Bret",25y 238d,141 (41-1-99 29.43%),2 (0.01),←,
Totals,Totals,23y 46d,1482 (553-14-915 37.31%),1275 (0.86),,
C,"Ratten, Brett",38y,43 (18-0-25 41.86%),,←,
