Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Amon, Karl",16,3,6,22,,,,4.0,1.0,4.0,2.0,7.0,1.0,2.0,,5.0,14.0,,,3.0,,,80.0
37,"Barrass, Tom",3,4,2,5,,,,2.0,3.0,,,3.0,,,,3.0,3.0,2.0,,5.0,,,87.0
24,"Battle, Josh",11,2,6,17,,,8.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,10.0,6.0,,,8.0,,,95.0
16,"DAmbrosio, Massimo",11,2,6,17,,,,4.0,,4.0,2.0,2.0,,,,9.0,9.0,,,2.0,,,69.0
35,"Dear, Calsher",6,3,4,10,2,2.0,5.0,1.0,,,,4.0,2.0,1.0,,6.0,2.0,2.0,3.0,2.0,,1.0,81.0
33,"Ginnivan, Jack",12,4,9,21,1,,,2.0,1.0,2.0,1.0,,,,,5.0,12.0,,2.0,,,,74.0
19,"Gunston, Jack",9,3,4,13,3,2.0,,1.0,,,1.0,1.0,1.0,,1.0,8.0,4.0,2.0,2.0,,,,78.0
15,"Hardwick, Blake",22,8,5,27,,,,4.0,10.0,3.0,1.0,2.0,1.0,1.0,,7.0,18.0,3.0,,1.0,2.0,,96.0
4,"Impey, Jarman",18,5,8,26,3,2.0,,5.0,4.0,2.0,,5.0,1.0,,2.0,9.0,17.0,,1.0,3.0,,,82.0
2 ↓,"Lewis, Mitch",4,,3,7,,1.0,,2.0,,2.0,1.0,2.0,,,,4.0,3.0,,,2.0,,1.0,58.0
42 ↑,"Macdonald, Bailey",3,,1,4,1,,,2.0,,2.0,,,,,,2.0,2.0,,,3.0,,,32.0
31,"Macdonald, Connor",9,3,3,12,,,,6.0,,2.0,1.0,2.0,,,,2.0,8.0,,,,,,78.0
20,"Maginness, Finn",3,,6,9,,,,5.0,,1.0,2.0,3.0,,,,6.0,4.0,,,4.0,,,90.0
17,"Meek, Lloyd",4,1,8,12,,,45.0,4.0,1.0,3.0,5.0,5.0,1.0,3.0,,9.0,4.0,,,2.0,,,84.0
13,"Moore, Dylan",25,2,7,32,2,,,9.0,,8.0,6.0,7.0,,,,6.0,17.0,,1.0,,,1.0,91.0
1,"Morrison, Harry",16,1,5,21,,,,2.0,3.0,3.0,2.0,6.0,2.0,,,6.0,11.0,,,4.0,,1.0,87.0
11,"Nash, Conor",9,1,10,19,,,,13.0,,4.0,3.0,3.0,1.0,,,14.0,3.0,,,3.0,,,72.0
3,"Newcombe, Jai",2,,9,11,,,,4.0,2.0,1.0,5.0,1.0,,1.0,,8.0,4.0,,,2.0,1.0,,78.0
14,"Scrimshaw, Jack",9,2,9,18,,,,5.0,3.0,1.0,,7.0,1.0,1.0,,8.0,8.0,,,5.0,,,73.0
6,"Sicily, James",13,6,8,21,,,,3.0,3.0,,,3.0,3.0,1.0,,8.0,10.0,,,5.0,,,85.0
25,"Ward, Josh",15,2,11,26,,,,9.0,,10.0,6.0,9.0,2.0,,3.0,18.0,9.0,,1.0,1.0,,,82.0
34,"Watson, Nick",7,,6,13,1,,,2.0,,5.0,1.0,7.0,3.0,3.0,,7.0,4.0,,,,,2.0,76.0
5,"Worpel, James",19,2,7,26,,,,7.0,4.0,6.0,9.0,7.0,1.0,,,14.0,9.0,,,,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,246,54,143,389,13,9.0,58.0,99.0,36.0,65.0,50.0,87.0,21.0,14.0,6.0,174.0,181.0,9.0,10.0,55.0,3.0,6.0,
Opposition,Opposition,206,30,101,307,7,7.0,44.0,100.0,51.0,44.0,51.0,80.0,14.0,21.0,,146.0,124.0,5.0,7.0,47.0,,5.0,
