Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Davey, Alwyn",23y 320d,16 (9-0-7 56.25%),17 (1.06),←,
15,"Dempsey, Courtenay",20y 215d,8 (1-0-7 12.50%),2 (0.25),←,
2,"Dyson, Ricky",22y 184d,51 (18-1-32 36.27%),28 (0.55),←,
31,"Fletcher, Dustin",32y 328d,278 (173-3-102 62.77%),64 (0.23),←,
19,"Hille, David",26y 302d,126 (59-1-66 47.22%),89 (0.71),←,
43,"Houli, Bachar",19y 323d,6 (4-0-2 66.67%),4 (0.67),←,
7,"Jetta, Leroy",19y 268d,6 (4-0-2 66.67%),3 (0.50),←,
14,"Johnson, Jason",30y 65d,182 (104-2-76 57.69%),108 (0.59),←,
27,"Laycock, Jason",23y 147d,44 (15-0-29 34.09%),24 (0.55),←,
18,"Lloyd, Matthew",29y 349d,233 (139-2-92 60.09%),835 (3.58),←,
36,"Lonergan, Sam",21y 4d,3 (1-0-2 33.33%),,←,
42,"Lovett-Murray, Nathan",25y 133d,67 (23-0-44 34.33%),42 (0.63),←,
33,"McPhee, Adam",25y 176d,128 (50-0-78 39.06%),59 (0.46),103 (44-0-59 42.72%),50 (0.49)
10,"McVeigh, Mark",27y 64d,164 (82-2-80 50.61%),76 (0.46),←,
22,"Michael, Mal",30y 280d,225 (121-1-103 54.00%),30 (0.13),24 (11-0-13 45.83%),2 (0.08)
17,"Nash, Jay",22y 100d,22 (9-1-12 43.18%),5 (0.23),←,
9,"Ramanauskas, Adam",27y 132d,118 (77-1-40 65.68%),57 (0.48),←,
30,"Ryder, Paddy",20y 16d,32 (12-1-19 39.06%),5 (0.16),←,
20,"Slattery, Henry",22y 68d,34 (14-1-19 42.65%),6 (0.18),←,
5,"Stanton, Brent",21y 334d,78 (27-1-50 35.26%),43 (0.55),←,
4,"Watson, Jobe",23y 51d,55 (20-1-34 37.27%),21 (0.38),←,
8,"Winderlich, Jason",23y 172d,48 (18-0-30 37.50%),16 (0.33),←,
Totals,Totals,24y 200d,1924 (980-18-926 50.94%),1534 (0.80),,
C,"Knights, Matthew",37y 177d,2 (1-0-1 50.00%),,←,
