Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",26y 362d,183 (81-0-102 44.26%),144 (0.79),←,
9,"Campbell, Wayne",32y 268d,288 (128-1-159 44.62%),167 (0.58),←,
6,"Chaffey, Mark",28y 43d,156 (65-0-91 41.67%),33 (0.21),←,
24,"Coughlan, Mark",23y 59d,62 (22-0-40 35.48%),32 (0.52),←,
3,"Deledio, Brett",18y 61d,13 (7-0-6 53.85%),5 (0.38),←,
2,"Gaspar, Darren",29y 29d,208 (92-0-116 44.23%),23 (0.11),187 (85-0-102 45.45%),22 (0.12)
34,"Graham, Mark",32y 97d,236 (110-2-124 47.03%),63 (0.27),13 (7-0-6 53.85%),2 (0.15)
31,"Hyde, Chris",22y 313d,39 (8-0-31 20.51%),6 (0.15),←,
23,"Jackson, Daniel",19y 54d,14 (3-0-11 21.43%),,←,
17,"Johnson, Kane",27y 95d,153 (71-0-82 46.41%),60 (0.39),49 (16-0-33 32.65%),16 (0.33)
39,"Kellaway, Andrew",29y 207d,154 (68-0-86 44.16%),25 (0.16),←,
13,"Knobel, Trent",25y 26d,67 (37-1-29 55.97%),11 (0.16),13 (7-0-6 53.85%),3 (0.23)
27,"Krakouer, Andrew",22y 134d,69 (21-0-48 30.43%),71 (1.03),←,
16,"Morrison, Shane",24y 159d,12 (5-1-6 45.83%),3 (0.25),7 (1-0-6 14.29%),3 (0.43)
35,"Newman, Chris",23y 31d,67 (21-0-46 31.34%),9 (0.13),←,
15,"Pettifer, Kayne",23y 147d,50 (21-0-29 42.00%),42 (0.84),←,
4,"Raines, Andrew",19y 102d,6 (2-0-4 33.33%),,←,
12,"Richardson, Matthew",30y 91d,207 (91-0-116 43.96%),619 (2.99),←,
5,"Simmonds, Troy",26y 340d,117 (59-0-58 50.43%),76 (0.65),13 (7-0-6 53.85%),10 (0.77)
10,"Stafford, Greg",30y 295d,185 (82-1-102 44.59%),120 (0.65),55 (20-0-35 36.36%),62 (1.13)
32,"Tivendale, Greg",26y 60d,138 (56-0-82 40.58%),96 (0.70),←,
21,"Tuck, Shane",23y 176d,16 (7-0-9 43.75%),6 (0.38),←,
Totals,Totals,25y 243d,2440 (1057-6-1377 43.32%),1611 (0.66),,
C,"Wallace, Terry",46y 187d,161 (86-2-73 54.04%),,13 (7-0-6 53.85%),
