Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",3,,,3,,,,,1.0,,,1.0,2.0,,,,,,,,,,
44,"Caven, Peter",7,4,3,10,2,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,
14,"Connell, Matthew",21,8,12,33,,,,1.0,,6.0,9.0,2.0,3.0,,,,,,,,,,
2,"Cook, Tim",7,,,7,,,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,
33,"Eccles, Andrew",16,8,2,18,,,1.0,1.0,4.0,6.0,,1.0,1.0,,,,,,,,,,
9,"Edwards, Tyson",8,4,4,12,1,,,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,
36,"Goodwin, Simon",11,5,6,17,1,,,1.0,4.0,2.0,2.0,1.0,,2.0,,,,,,,,,
34,"Hart, Ben",9,2,6,15,,,1.0,5.0,6.0,,2.0,,1.0,2.0,,,,,,,,,
11,"James, Brett",5,2,10,15,,,,2.0,3.0,1.0,,2.0,1.0,,,,,,,,,,
3,"Jarman, Darren",10,9,6,16,4,,,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
5,"Koster, Kym",13,9,7,20,,,,,1.0,6.0,4.0,1.0,,3.0,,,,,,,,,
27,"Liptak, Matthew",7,2,1,8,,,2.0,3.0,,4.0,2.0,,1.0,1.0,,,,,,,,,
31,"Marsh, Ben",4,4,1,5,,,8.0,,,2.0,,1.0,,1.0,,,,,,,,,
23,"McLeod, Andrew",11,4,7,18,3,,,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,
6,"Modra, Tony",8,4,3,11,2,1.0,,1.0,,2.0,,,,,,,,,,,,,
52,"Rehn, Shaun",13,10,1,14,,,15.0,3.0,,3.0,1.0,3.0,1.0,,,,,,,,,,
32,"Ricciuto, Mark",25,11,9,34,,1.0,1.0,1.0,4.0,6.0,6.0,1.0,2.0,,3.0,,,,,,,,
10,"Robran, Matthew",5,3,7,12,2,1.0,,2.0,,3.0,,,,,,,,,,,,,
7,"Smart, Nigel",12,1,8,20,,,2.0,1.0,7.0,2.0,1.0,1.0,2.0,,,,,,,,,,
19,"Stevens, Mark",8,3,6,14,,,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,
29,"Thiessen, James",8,2,1,9,,1.0,,2.0,,4.0,1.0,1.0,3.0,,,,,,,,,,
30,"Vardy, Peter",15,10,2,17,7,5.0,,4.0,,1.0,,,,1.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,105,102,328,22,12.0,32.0,34.0,34.0,60.0,30.0,18.0,25.0,18.0,6.0,,,,,,,,
Opposition,Opposition,174,69,82,256,10,10.0,34.0,34.0,29.0,48.0,39.0,13.0,18.0,25.0,,,,,,,,,
