Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
15,"Abraham, Winston",22y 314d,35 (18-0-17 51.43%),52 (1.49),←,
7,"Allan, Ben",28y 298d,144 (82-0-62 56.94%),106 (0.74),46 (20-0-26 43.48%),34 (0.74)
44,"Bandy, Daniel",21y 264d,34 (15-0-19 44.12%),31 (0.91),←,
42,"Callaghan, Craig",21y 153d,45 (15-0-30 33.33%),27 (0.60),←,
31,"Clement, James",20y 339d,30 (12-0-18 40.00%),5 (0.17),←,
30,"Delaney, Tony",21y 225d,40 (16-1-23 41.25%),18 (0.45),25 (11-0-14 44.00%),9 (0.36)
19,"Dhurrkay, Gary",23y 158d,38 (16-0-22 42.11%),41 (1.08),←,
37,"Gale, Mark",21y 94d,18 (8-0-10 44.44%),4 (0.22),←,
3,"Harding, Greg",20y 326d,35 (16-0-19 45.71%),1 (0.03),←,
14,"Hunter, Kingsley",22y 74d,27 (11-0-16 40.74%),60 (2.22),←,
11,"Kickett, Dale",29y 97d,106 (48-0-58 45.28%),47 (0.44),60 (25-0-35 41.67%),7 (0.12)
17,"Madigan, Greg",27y 197d,65 (36-0-29 55.38%),6 (0.09),25 (9-0-16 36.00%),2 (0.08)
9,"Mann, Peter",26y 336d,94 (39-0-55 41.49%),90 (0.96),55 (21-0-34 38.18%),78 (1.42)
43,"McGovern, Andrew",29y 124d,62 (23-1-38 37.90%),8 (0.13),42 (19-0-23 45.24%),1 (0.02)
12,"Merillo, Jamie",24y 255d,15 (5-0-10 33.33%),2 (0.13),←,
45,"Mitchell, Gavin",24y 224d,33 (13-0-20 39.39%),17 (0.52),←,
10,"OReilly, Stephen",24y 273d,97 (44-0-53 45.36%),9 (0.09),61 (23-0-38 37.70%),4 (0.07)
23,"Parker, Shane",24y 172d,42 (18-0-24 42.86%),3 (0.07),←,
40,"Sinclair, Jess",18y 348d,7 (3-0-4 42.86%),3 (0.43),←,
26,"Waterhouse, Clive",23y 47d,23 (11-0-12 47.83%),25 (1.09),←,
4,"Wills, Andrew",25y 218d,107 (62-0-45 57.94%),98 (0.92),48 (22-0-26 45.83%),55 (1.15)
Totals,Totals,24y 7d,1097 (511-2-584 46.58%),653 (0.60),,
C,"Neesham, Gerard",42y 241d,63 (25-0-38 39.68%),,←,
