Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",13.0,4.0,3.0,16.0,,3.0,,2.0,,,,,3.0,1.0,,,,,,,,,
32,"Ellis, Craig",,,,,,,,,,,,,,,,,,,,,,,
3,"Grant, Chris",7.0,2.0,5.0,12.0,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
1,"Grgic, Ilija",2.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,
7,"Hawkins, Doug",10.0,6.0,7.0,17.0,,,,2.0,,,,,1.0,1.0,,,,,,,,,
10,"Hunter, Mark",16.0,4.0,4.0,20.0,1.0,,1.0,3.0,,,,,3.0,,,,,,,,,,
21,"Kolyniuk, Steven",9.0,4.0,3.0,12.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Koster, Kym",7.0,2.0,5.0,12.0,,,,3.0,,,,,1.0,2.0,,,,,,,,,
35,"Kretiuk, Steven",7.0,3.0,,7.0,,,1.0,3.0,,,,,,3.0,,,,,,,,,
39,"Liberatore, Tony",7.0,1.0,13.0,20.0,,,,9.0,,,,,,3.0,,,,,,,,,
9,"Nicholson, Brad",10.0,2.0,4.0,14.0,,,,1.0,,,,,2.0,,,,,,,,,,
44,"Osborne, Richard",7.0,1.0,1.0,8.0,1.0,,,1.0,,,,,1.0,3.0,,,,,,,,,
22,"Quill, Peter",6.0,2.0,5.0,11.0,,1.0,,,,,,,,,,,,,,,,,
2,"Reynolds, Keenan",2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,
34,"Sexton, Ben",6.0,2.0,3.0,9.0,1.0,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Southern, Daniel",7.0,1.0,5.0,12.0,1.0,1.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,
17,"Standfield, Barry",13.0,3.0,5.0,18.0,,,9.0,2.0,,,,,3.0,2.0,,,,,,,,,
29,"Thorpe, Alan",4.0,1.0,,4.0,2.0,,,1.0,,,,,2.0,,,,,,,,,,
24,"Wallis, Stephen",17.0,6.0,6.0,23.0,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
25,"Watts, Jason",7.0,,4.0,11.0,,,,1.0,,,,,2.0,,,,,,,,,,
14,"West, Scott",16.0,1.0,1.0,17.0,,1.0,,,,,,,2.0,3.0,,,,,,,,,
Totals,Totals,173.0,45.0,76.0,249.0,7.0,10.0,15.0,35.0,,,,,28.0,25.0,,,,,,,,,
Opposition,Opposition,143.0,42.0,68.0,211.0,12.0,11.0,28.0,47.0,,,,,25.0,28.0,6.0,,,,,,,,
