Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",28y 274d,155 (82-0-73 52.90%),67 (0.43),31 (9-0-22 29.03%),12 (0.39)
22,"Breust, Luke",33y 190d,286 (171-2-113 60.14%),530 (1.85),←,
18,"Chol, Mabior",27y 111d,69 (33-1-35 48.55%),89 (1.29),8 (1-0-7 12.50%),11 (1.38)
16,"DAmbrosio, Massimo",20y 349d,25 (12-0-13 48.00%),5 (0.20),9 (3-0-6 33.33%),
12,"Day, Will",22y 349d,58 (18-0-40 31.03%),11 (0.19),←,
35,"Dear, Calsher",18y 289d,3 (2-0-1 66.67%),3 (1.00),←,
8,"Frost, Sam",30y 265d,169 (59-2-108 35.50%),9 (0.05),78 (23-2-53 30.77%),1 (0.01)
33,"Ginnivan, Jack",21y 162d,52 (34-0-18 65.38%),69 (1.33),10 (3-0-7 30.00%),11 (1.10)
15,"Hardwick, Blake",27y 104d,157 (66-2-89 42.68%),19 (0.12),←,
4,"Impey, Jarman",28y 315d,182 (83-0-99 45.60%),61 (0.34),107 (43-0-64 40.19%),27 (0.25)
9,"Jiath, Changkuoth",24y 341d,46 (13-0-33 28.26%),2 (0.04),←,
31,"Macdonald, Connor",21y 127d,51 (17-0-34 33.33%),29 (0.57),←,
28,"Mackenzie, Cam",20y 119d,24 (8-0-16 33.33%),7 (0.29),←,
17,"Meek, Lloyd",26y 27d,39 (17-0-22 43.59%),11 (0.28),24 (8-0-16 33.33%),8 (0.33)
40,"Mitchell, Seamus",21y 321d,20 (6-0-14 30.00%),,←,
13,"Moore, Dylan",24y 289d,85 (27-1-57 32.35%),89 (1.05),←,
11,"Nash, Conor",25y 296d,83 (32-1-50 39.16%),16 (0.19),←,
3,"Newcombe, Jai",22y 291d,61 (21-2-38 36.07%),24 (0.39),←,
37,"Phillips, Ethan",24y 307d,1 (0-0-1 0.00%),,←,
29,"Serong, Jai",21y 93d,9 (3-0-6 33.33%),1 (0.11),←,
34,"Watson, Nick",19y 85d,6 (2-0-4 33.33%),4 (0.67),←,
23,"Weddle, Josh",19y 360d,27 (9-0-18 33.33%),7 (0.26),←,
5,"Worpel, James",25y 116d,112 (42-2-68 38.39%),41 (0.37),←,
Totals,Totals,24y 114d,1720 (757-13-950 44.01%),1094 (0.64),,
C,"Mitchell, Sam",41y 220d,55 (18-0-37 32.73%),,←,
