Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Doyle, Greg",1,1,1,2,,,1.0,,,,,,,,,,,,,,,,
23,"Dyson, Kevin",9,4,3,12,,,,1.0,,,,,,2.0,,,,,,,,,
20,"Febey, Matthew",9,2,8,17,,,,2.0,,,,,3.0,,,,,,,,,,
21,"Febey, Steven",16,8,4,20,,,,1.0,,,,,2.0,2.0,,,,,,,,,
22,"Hilton, Jeff",14,8,6,20,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
15,"Hopgood, Paul",8,2,4,12,,,,1.0,,,,,1.0,,,,,,,,,,
7,"Kowal, Darren",12,4,2,14,,,,1.0,,,,,,3.0,,,,,,,,,
16,"Lovell, Andy",14,7,3,17,2,2.0,,1.0,,,,,,,,,,,,,,,
17,"Lovett, Brett",5,1,2,7,,,,,,,,,,,,,,,,,,,
6,"Lovett, Glenn",5,,3,8,1,,,3.0,,,,,,,,,,,,,,,
3,"Lyon, Garry",16,7,1,17,7,2.0,,1.0,,,,,3.0,1.0,2.0,,,,,,,,
9,"Neitz, David",11,8,3,14,2,,1.0,,,,,,,1.0,,,,,,,,,
4,"Obst, Andrew",12,9,7,19,,1.0,,3.0,,,,,,1.0,,,,,,,,,
19,"Prymke, Paul",6,2,5,11,,,2.0,2.0,,,,,,2.0,,,,,,,,,
10,"Seecamp, Marcus",4,1,5,9,,,,,,,,,,,,,,,,,,,
29,"Smith, Shaun",6,6,3,9,2,1.0,,,,,,,,,,,,,,,,,
11,"Stynes, Jim",15,5,5,20,,,10.0,,,,,,4.0,2.0,3.0,,,,,,,,
2,"Tingay, Stephen",10,2,3,13,1,1.0,,,,,,,2.0,3.0,,,,,,,,,
12,"Viney, Todd",15,6,11,26,,1.0,,1.0,,,,,,2.0,,,,,,,,,
27,"Wight, Sean",9,1,2,11,,,,1.0,,,,,1.0,,,,,,,,,,
44,"Yze, Adem",4,,3,7,,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,84,84,285,15,12.0,14.0,21.0,,,,,19.0,21.0,5.0,,,,,,,,
Opposition,Opposition,164,39,95,259,12,8.0,15.0,21.0,,,,,21.0,19.0,1.0,,,,,,,,
