Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",15,5,3,18,1,1.0,,2.0,,,,,,2.0,,,,,,,,,
19,"Bain, David",5,,6,11,1,,,4.0,,,,,1.0,2.0,,,,,,,,,
32,"Baldwin, Jason",17,3,13,30,,,,3.0,,,,,3.0,,,,,,,,,,
37,"Bizzotto, Frank",7,3,12,19,,,,3.0,,,,,1.0,1.0,,,,,,,,,
18,"Dunstan, Michael",11,1,4,15,,,,1.0,,,,,1.0,3.0,,,,,,,,,
17,"Hawking, Simon",6,2,2,8,,1.0,,1.0,,,,,3.0,,,,,,,,,,
10,"Hogg, Jeff",11,6,3,14,,,,,,,,,1.0,2.0,,,,,,,,,
2,"Johnson, Chris",6,1,6,12,1,,,3.0,,,,,,,,,,,,,,,
26,"Johnston, David",6,2,10,16,,,,,,,,,,1.0,,,,,,,,,
29,"Lyon, Ross",6,3,6,12,,,,1.0,,,,,,,,,,,,,,,
30,"Manson, James",4,6,16,20,,2.0,2.0,,,,,,3.0,3.0,,,,,,,,,
25,"McCarthy, John",12,6,5,17,1,2.0,,,,,,,1.0,,,,,,,,,,
11,"McGregor, Anthony",,,,,,,,1.0,,,,,,1.0,,,,,,,,,
7,"Molloy, Jarrod",13,8,5,18,2,4.0,,2.0,,,,,2.0,1.0,,,,,,,,,
4,"Paxman, Stephen",2,2,1,3,1,,,1.0,,,,,,3.0,,,,,,,,,
1,"Roos, Paul",24,13,13,37,1,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,
9,"Sartori, Peter",10,7,8,18,2,1.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Seecamp, Marcus",3,2,2,5,,,,4.0,,,,,1.0,1.0,,,,,,,,,
21,"Sporn, Kieran",7,5,4,11,1,,,3.0,,,,,1.0,,,,,,,,,,
8,"Wynd, Jim",2,1,3,5,,,,,,,,,1.0,,,,,,,,,,
16,"Zanotti, Mark",1,,,1,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,76,122,290,11,14.0,6.0,33.0,,,,,22.0,21.0,,,,,,,,,
Opposition,Opposition,173,59,153,326,19,15.0,21.0,32.0,,,,,21.0,22.0,6.0,,,,,,,,
