Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",9,3,2,11,1,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",11,2,3,14,1,2.0,,2.0,,,,,,1.0,,,,,,,,,
20,"Ellen, Shane",7,1,1,8,,,,,,,,,2.0,1.0,,,,,,,,,
3,"Grant, Chris",11,9,7,18,,,,1.0,,,,,2.0,,,,,,,,,,
1,"Grgic, Ilija",3,2,1,4,1,,3.0,2.0,,,,,,,,,,,,,,,
29,"Griffin, Daryl",13,2,,13,,,,1.0,,,,,2.0,,,,,,,,,,
37,"Hargraves, Daniel",7,4,1,8,3,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
6,"Johnson, Brad",7,3,2,9,,1.0,,1.0,,,,,,1.0,,,,,,,,,
4,"Kellett, Nigel",9,2,3,12,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
12,"Koster, Kym",8,4,7,15,,,,3.0,,,,,,2.0,,,,,,,,,
39,"Liberatore, Tony",16,1,13,29,,,,4.0,,,,,1.0,2.0,,,,,,,,,
9,"Nicholson, Brad",3,2,,3,,,,,,,,,1.0,1.0,,,,,,,,,
44,"Osborne, Richard",9,3,,9,3,1.0,,1.0,,,,,,,,,,,,,,,
22,"Quill, Peter",8,2,,8,,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Romero, Jose",6,1,5,11,,,,,,,,,1.0,2.0,,,,,,,,,
34,"Sexton, Ben",12,7,1,13,,,,1.0,,,,,,1.0,,,,,,,,,
5,"Smith, Rohan",12,5,6,18,1,1.0,,,,,,,1.0,2.0,,,,,,,,,
17,"Standfield, Barry",6,4,1,7,,,,,,,,,1.0,1.0,,,,,,,,,
25,"Watts, Jason",6,3,2,8,,1.0,,,,,,,1.0,1.0,,,,,,,,,
7,"West, Scott",14,2,9,23,,1.0,,3.0,,,,,2.0,,,,,,,,,,
15,"Wynd, Scott",4,3,13,17,,1.0,24.0,2.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,65,77,258,11,12.0,28.0,26.0,,,,,20.0,19.0,,,,,,,,,
Opposition,Opposition,204,73,150,354,20,12.0,17.0,40.0,,,,,18.0,21.0,6.0,,,,,,,,
