Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",36y 129d,353 (190-2-161 54.11%),443 (1.25),243 (155-2-86 64.20%),319 (1.31)
24,"Bews, Jed",26y 281d,99 (58-2-39 59.60%),12 (0.12),←,
46,"Blicavs, Mark",29y 176d,175 (116-2-57 66.86%),39 (0.22),←,
40,"Dahlhaus, Luke",28y 30d,190 (95-0-95 50.00%),130 (0.68),36 (25-0-11 69.44%),20 (0.56)
35,"Dangerfield, Patrick",30y 168d,265 (155-1-109 58.68%),294 (1.11),111 (74-1-36 67.12%),131 (1.18)
22,"Duncan, Mitch",29y 102d,219 (157-1-61 71.92%),158 (0.72),←,
29,"Guthrie, Cameron",28y 32d,178 (117-2-59 66.29%),57 (0.32),←,
26,"Hawkins, Tom",32y 61d,273 (195-2-76 71.79%),596 (2.18),←,
25,"Henderson, Lachie",30y 281d,181 (93-2-86 51.93%),114 (0.63),64 (43-1-20 67.97%),10 (0.16)
38,"Henry, Jack",22y 22d,62 (40-0-22 64.52%),8 (0.13),←,
8,"Kolodjashnij, Jake",25y 42d,106 (69-2-35 66.04%),,←,
27,"Menegola, Sam",28y 197d,82 (53-1-28 65.24%),61 (0.74),←,
32,"Miers, Gryan",21y 174d,42 (29-0-13 69.05%),44 (1.05),←,
42,"OConnor, Mark",23y 247d,47 (31-0-16 65.96%),3 (0.06),←,
3,"Parfitt, Brandan",22y 146d,68 (48-0-20 70.59%),32 (0.47),←,
17,"Ratugolea, Esava",22y 58d,40 (27-0-13 67.50%),27 (0.68),←,
23,"Rohan, Gary",29y 105d,140 (94-1-45 67.50%),140 (1.00),34 (24-0-10 70.59%),44 (1.29)
14,"Selwood, Joel",32y 117d,306 (224-1-81 73.37%),160 (0.52),←,
9,"Steven, Jack",30y 176d,192 (76-3-113 40.36%),113 (0.59),9 (7-0-2 77.78%),1 (0.11)
44,"Stewart, Tom",27y 189d,82 (54-0-28 65.85%),3 (0.04),←,
7,"Taylor, Harry",34y 100d,276 (201-2-73 73.19%),75 (0.27),←,
2,"Tuohy, Zach",30y 285d,201 (98-2-101 49.25%),64 (0.32),81 (50-1-30 62.35%),24 (0.30)
Totals,Totals,28y 92d,3577 (2220-26-1331 62.06%),2573 (0.72),,
C,"Scott, Chris",44y 140d,232 (160-2-70 69.40%),,←,
