St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
40,"Allen, Tim",4,3,3,7,3,,,,,,,,,1.0,,,,,,,,,
29,"Burke, Nathan",9,5,11,20,,,1.0,2.0,,,,,1.0,,,,,,,,,,
15,"Coghlan, Frank",8,3,7,15,1,2.0,,1.0,,,,,,1.0,,,,,,,,,
14,"Craven, Danny",20,5,7,27,,3.0,,,,,,,1.0,,,,,,,,,,
44,"Devonport, Craig",3,1,2,5,,,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Frawley, Danny",5,4,10,15,,,,2.0,,,,,1.0,1.0,,,,,,,,,
6,"Grant, David",11,10,6,17,,,,,,,,,1.0,,,,,,,,,,
27,"Greig, Dean",23,6,16,39,,,,2.0,,,,,2.0,3.0,2.0,,,,,,,,
10,"Harding, Paul",1,,,1,,,,1.0,,,,,,,,,,,,,,,
35,"Harvey, Robert",15,2,12,27,,,,,,,,,2.0,,,,,,,,,,
4,"Lockett, Tony",16,12,1,17,13,3.0,,,,,,,1.0,,3.0,,,,,,,,
23,"Loewe, Stewart",15,10,8,23,3,2.0,1.0,2.0,,,,,5.0,1.0,1.0,,,,,,,,
5,"McAdam, Gilbert",6,1,3,9,,,,2.0,,,,,1.0,1.0,,,,,,,,,
12,"Morris, Russell",11,4,11,22,,1.0,,,,,,,5.0,2.0,,,,,,,,,
1,"Newport, Stephen",12,3,4,16,,,,,,,,,2.0,2.0,,,,,,,,,
41,"Pekin, Tim",7,2,13,20,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
37,"Rice, Dean",14,3,8,22,3,4.0,,,,,,,,2.0,,,,,,,,,
26,"Taylor, Kain",17,6,6,23,,,,1.0,,,,,2.0,1.0,,,,,,,,,
50,"Vidovic, Lazar",2,3,12,14,,,20.0,,,,,,,4.0,,,,,,,,,
7,"Winmar, Nicky",17,4,10,27,,,,3.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,87,150,366,23,17.0,22.0,20.0,,,,,27.0,24.0,6.0,,,,,,,,
Opposition,Opposition,208,85,138,346,15,11.0,17.0,28.0,,,,,24.0,27.0,,,,,,,,,
