Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",19,6,12,31,1,1.0,,2.0,3.0,8.0,5.0,3.0,,1.0,2.0,6.0,26.0,,,1.0,8.0,1.0,86.0
23,"Ablett, Nathan",4,2,5,9,1,1.0,,,,1.0,1.0,2.0,2.0,,,5.0,4.0,1.0,1.0,2.0,1.0,,74.0
3,"Bartel, Jimmy",12,5,7,19,,,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,,6.0,14.0,,,7.0,,,87.0
24,"Blake, Mark",3,2,3,6,,,19.0,1.0,2.0,2.0,2.0,2.0,,1.0,,2.0,4.0,,,2.0,,,55.0
17,"Byrnes, Shannon",5,2,6,11,1,1.0,,4.0,,2.0,1.0,1.0,,,,4.0,7.0,,,,1.0,,80.0
11,"Corey, Joel",20,9,9,29,,1.0,1.0,6.0,1.0,5.0,3.0,1.0,2.0,1.0,,9.0,19.0,,1.0,1.0,,1.0,83.0
19,"Egan, Matthew",7,6,3,10,,,,1.0,1.0,,,3.0,,3.0,,4.0,7.0,2.0,,6.0,,,94.0
44,"Enright, Corey",13,4,10,23,1,,,2.0,1.0,4.0,1.0,2.0,,,,8.0,15.0,,1.0,3.0,,2.0,95.0
2,"Harley, Tom",11,9,8,19,1,,,,5.0,1.0,,3.0,1.0,2.0,,5.0,14.0,,1.0,2.0,2.0,1.0,95.0
8,"Hunt, Josh",7,4,7,14,1,,,4.0,5.0,,1.0,,,,,5.0,9.0,1.0,1.0,1.0,2.0,,73.0
28,"Johnson, David",5,1,2,7,,,,3.0,,1.0,1.0,,,,,2.0,5.0,,,,,1.0,82.0
20,"Johnson, Steve",23,14,3,26,2,1.0,,1.0,1.0,7.0,1.0,4.0,,,1.0,6.0,19.0,2.0,2.0,3.0,,1.0,77.0
9,"Kelly, James",13,7,9,22,2,1.0,,3.0,,3.0,1.0,5.0,1.0,2.0,3.0,7.0,14.0,,1.0,2.0,3.0,1.0,88.0
45,"Ling, Cameron",8,3,15,23,1,1.0,,1.0,,3.0,4.0,4.0,,1.0,,5.0,19.0,,,,,,95.0
4,"Mackie, Andrew",7,2,8,15,,1.0,,3.0,1.0,3.0,,,1.0,,,5.0,10.0,,,2.0,,2.0,73.0
39,"Milburn, Darren",9,7,11,20,1,,,1.0,2.0,3.0,,1.0,1.0,,,8.0,12.0,1.0,3.0,7.0,5.0,2.0,94.0
21,"Mooney, Cameron",9,7,5,14,2,3.0,,1.0,,3.0,,2.0,1.0,2.0,,5.0,8.0,1.0,4.0,2.0,,1.0,85.0
6,"Ottens, Brad",10,8,5,15,,1.0,21.0,1.0,2.0,3.0,2.0,2.0,1.0,,,5.0,9.0,1.0,,,1.0,,62.0
30,"Scarlett, Matthew",8,4,3,11,,,,2.0,4.0,,,1.0,,,,3.0,8.0,1.0,,6.0,2.0,,86.0
14,"Selwood, Joel",8,5,11,19,,,,2.0,1.0,,2.0,1.0,,,,6.0,13.0,,,3.0,,1.0,68.0
27,"Stokes, Mathew",11,6,6,17,5,,,2.0,,3.0,3.0,,,,,7.0,10.0,1.0,2.0,2.0,1.0,1.0,87.0
40,"Wojcinski, David",9,4,6,15,1,,,2.0,2.0,4.0,2.0,3.0,,1.0,,2.0,14.0,,,1.0,4.0,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,8.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,117,154,375,20,20.0,42.0,47.0,32.0,57.0,32.0,42.0,12.0,15.0,6.0,115.0,260.0,11.0,17.0,53.0,30.0,16.0,
Opposition,Opposition,203,107,154,357,10,12.0,21.0,46.0,30.0,46.0,25.0,45.0,15.0,12.0,,115.0,241.0,12.0,12.0,48.0,21.0,7.0,
