Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",21y 268d,70 (36-1-33 52.14%),31 (0.44),←,
32,"Ellis, Craig",18y 358d,5 (2-0-3 40.00%),,←,
3,"Grant, Chris",21y 166d,85 (46-1-38 54.71%),168 (1.98),←,
1,"Grgic, Ilija",22y 84d,18 (10-0-8 55.56%),34 (1.89),←,
37,"Hargraves, Daniel",18y 124d,1 (0-0-1 0.00%),1 (1.00),←,
7,"Hawkins, Doug",34y 23d,316 (135-4-177 43.35%),213 (0.67),←,
10,"Hunter, Mark",28y 267d,99 (47-2-50 48.48%),5 (0.05),←,
21,"Kolyniuk, Steven",23y 327d,84 (41-1-42 49.40%),96 (1.14),←,
12,"Koster, Kym",21y 116d,8 (3-0-5 37.50%),4 (0.50),←,
35,"Kretiuk, Steven",21y 328d,26 (16-0-10 61.54%),7 (0.27),←,
39,"Liberatore, Tony",28y 106d,113 (63-1-49 56.19%),64 (0.57),←,
44,"Osborne, Richard",29y 346d,208 (84-0-124 40.38%),456 (2.19),5 (3-0-2 60.00%),6 (1.20)
22,"Quill, Peter",24y 278d,20 (11-0-9 55.00%),6 (0.30),←,
2,"Reynolds, Keenan",25y 141d,62 (34-0-28 54.84%),26 (0.42),←,
34,"Sexton, Ben",21y 211d,29 (15-1-13 53.45%),26 (0.90),←,
8,"Southern, Daniel",19y 147d,9 (4-0-5 44.44%),3 (0.33),←,
17,"Standfield, Barry",24y 104d,61 (34-0-27 55.74%),24 (0.39),←,
29,"Thorpe, Alan",25y 222d,15 (8-1-6 56.67%),28 (1.87),12 (7-0-5 58.33%),23 (1.92)
24,"Wallis, Stephen",29y 213d,214 (113-2-99 53.27%),52 (0.24),←,
25,"Watts, Jason",22y 303d,9 (4-0-5 44.44%),2 (0.22),←,
14,"West, Scott",19y 195d,25 (13-0-12 52.00%),23 (0.92),←,
Totals,Totals,23y 363d,1477 (719-14-744 48.68%),1269 (0.86),,
C,"Joyce, Alan",51y 219d,100 (70-0-30 70.00%),,7 (3-0-4 42.86%),
