Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bewick, Darren",16,3,1,17,1,2.0,,1.0,,,,,1.0,,,,,,,,,,
38,"Denham, Sean",16,,16,32,,,,4.0,,,,,2.0,1.0,,,,,,,,,
31,"Fletcher, Dustin",8,2,3,11,,,,,,,,,2.0,,,,,,,,,,
29,"Grenvold, David",5,2,5,10,,,,2.0,,,,,2.0,1.0,,,,,,,,,
1,"Harvey, Mark",14,7,8,22,,,1.0,3.0,,,,,2.0,1.0,,,,,,,,,
11,"Hills, Paul",9,2,11,20,,,,3.0,,,,,2.0,2.0,,,,,,,,,
5,"Hird, James",11,4,4,15,2,,,2.0,,,,,1.0,,,,,,,,,,
9,"Kickett, Derek",8,3,6,14,2,2.0,,,,,,,1.0,1.0,,,,,,,,,
13,"Long, Michael",11,1,10,21,1,,,5.0,,,,,1.0,1.0,,,,,,,,,
24,"Misiti, Joe",9,1,8,17,,,,,,,,,,,,,,,,,,,
10,"ODonnell, Gary",16,5,17,33,,,,1.0,,,,,2.0,,2.0,,,,,,,,
47,"Olarenshaw, Ricky",12,6,9,21,,,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"Plain, Bradley",3,,1,4,1,,,,,,,,,1.0,,,,,,,,,
3,"Salmon, Paul",5,6,2,7,1,3.0,8.0,,,,,,1.0,1.0,,,,,,,,,
19,"Somerville, Peter",10,6,3,13,2,3.0,10.0,,,,,,2.0,2.0,,,,,,,,,
12,"Symons, Michael",6,5,2,8,1,1.0,,3.0,,,,,,,,,,,,,,,
26,"Thompson, Mark",12,3,5,17,,,,3.0,,,,,2.0,,,,,,,,,,
21,"Wallis, Dean",6,6,3,9,1,4.0,,1.0,,,,,,2.0,,,,,,,,,
4,"Wanganeen, Gavin",8,4,7,15,,,,2.0,,,,,2.0,,3.0,,,,,,,,
32,"Watson, Tim",12,6,6,18,,,,4.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,72,127,324,12,17.0,19.0,35.0,,,,,26.0,15.0,5.0,,,,,,,,
Opposition,Opposition,178,68,101,279,13,9.0,11.0,29.0,,,,,15.0,26.0,1.0,,,,,,,,
