Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",13,7,28,41,1,1.0,,4.0,,6.0,8.0,3.0,,1.0,3.0,16.0,23.0,,1.0,2.0,,3.0,79.0
5,"Broadbent, Matthew",18,8,10,28,,,,1.0,4.0,2.0,,3.0,2.0,,,4.0,23.0,1.0,,3.0,2.0,,94.0
27,"Carlile, Alipate",5,4,3,8,,,,2.0,2.0,1.0,,2.0,,,,3.0,5.0,,,2.0,,,96.0
25,"Cassisi, Domenic",10,5,9,19,,1.0,,2.0,1.0,6.0,1.0,1.0,1.0,1.0,,5.0,14.0,,,1.0,1.0,3.0,78.0
18,"Cornes, Kane",19,7,19,38,,,,7.0,1.0,4.0,2.0,3.0,1.0,,,9.0,28.0,,,3.0,,1.0,94.0
7,"Ebert, Brad",18,9,17,35,1,,,8.0,1.0,6.0,5.0,3.0,2.0,1.0,,13.0,21.0,2.0,1.0,,,1.0,87.0
9,"Gray, Robbie",19,9,10,29,2,4.0,,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,10.0,19.0,1.0,5.0,1.0,,3.0,87.0
46,"Gray, Sam",10,5,6,16,3,,,3.0,,4.0,1.0,,,,,4.0,12.0,,,2.0,,,85.0
8,"Hartlett, Hamish",8,4,8,16,,1.0,,6.0,,2.0,1.0,1.0,2.0,,,8.0,8.0,,1.0,2.0,,,68.0
36 ↓,"Hombsch, Jack",5,6,3,8,,,,3.0,1.0,,,1.0,,,,1.0,7.0,,,6.0,,,70.0
24,"Impey, Jarman",5,2,3,8,1,,,3.0,,4.0,,3.0,,2.0,,2.0,6.0,,1.0,2.0,,,85.0
42,"Jonas, Tom",8,7,13,21,,,,1.0,,1.0,1.0,2.0,,1.0,,8.0,13.0,2.0,,3.0,,,90.0
23,"Lobbe, Matthew",6,3,6,12,,,27.0,3.0,,2.0,2.0,4.0,2.0,3.0,,4.0,8.0,,,2.0,,,79.0
13,"OShea, Cameron",8,3,8,16,,,,2.0,2.0,1.0,,1.0,,1.0,,2.0,13.0,,,3.0,1.0,,89.0
29,"Pittard, Jasper",15,4,4,19,,1.0,,5.0,,2.0,,4.0,,,,5.0,14.0,,1.0,2.0,5.0,1.0,81.0
21,"Polec, Jared",16,7,9,25,1,,2.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,,8.0,17.0,,,1.0,,1.0,83.0
28,"Schulz, Jay",10,7,2,12,7,1.0,,5.0,,2.0,,1.0,1.0,1.0,1.0,7.0,5.0,4.0,6.0,2.0,1.0,1.0,97.0
12,"Trengove, Jackson",5,5,9,14,,,10.0,1.0,,1.0,1.0,4.0,1.0,3.0,,7.0,8.0,1.0,,4.0,,,74.0
39,"Westhoff, Justin",13,10,7,20,3,1.0,,1.0,,3.0,,1.0,1.0,,,8.0,12.0,5.0,6.0,1.0,,3.0,89.0
19,"White, Matt",19,9,7,26,3,2.0,,7.0,1.0,6.0,,2.0,1.0,1.0,,7.0,20.0,,4.0,1.0,1.0,2.0,85.0
16,"Wines, Ollie",10,2,18,28,1,,5.0,4.0,1.0,3.0,7.0,5.0,1.0,,,15.0,14.0,,1.0,1.0,,3.0,87.0
40 ↑,"Young, Aaron",3,4,5,8,1,,1.0,1.0,1.0,,,,1.0,,,2.0,5.0,1.0,1.0,2.0,,,23.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,243,127,204,447,24,15.0,45.0,74.0,20.0,63.0,35.0,53.0,21.0,20.0,6.0,148.0,295.0,17.0,28.0,46.0,11.0,22.0,
Opposition,Opposition,171,82,162,333,7,4.0,31.0,73.0,37.0,28.0,32.0,49.0,20.0,21.0,,104.0,226.0,1.0,4.0,43.0,3.0,5.0,
