Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",31,9,22,53,,,,6.0,7.0,4.0,4.0,10.0,1.0,1.0,3.0,19.0,33.0,1.0,,2.0,1.0,1.0,95.0
11,"Bennell, Harley",13,6,15,28,,4.0,,3.0,1.0,2.0,4.0,2.0,,,,11.0,17.0,1.0,1.0,1.0,,1.0,87.0
30,"Brown, Campbell",8,5,6,14,3,,,1.0,,1.0,,5.0,1.0,4.0,,4.0,9.0,,3.0,,,,87.0
28,"Caddy, Josh",6,3,10,16,,,,,1.0,,3.0,2.0,1.0,,,8.0,8.0,,,2.0,1.0,,76.0
12,"Day, Sam",1,3,6,7,,,5.0,1.0,,,1.0,1.0,,,,3.0,5.0,,,2.0,,,88.0
33,"Hall, Aaron",8,2,7,15,1,1.0,,8.0,1.0,3.0,2.0,1.0,1.0,,,5.0,10.0,,1.0,,,,79.0
40,"Hickey, Tom",9,8,10,19,,,24.0,4.0,,1.0,,2.0,4.0,1.0,,14.0,4.0,7.0,2.0,5.0,,,88.0
42 ↓,"Horsley, Kyal",5,3,5,10,,,,1.0,2.0,,,,,,,1.0,9.0,,,,1.0,,48.0
7,"Hunt, Karmichael",5,2,10,15,,,1.0,,,3.0,2.0,,2.0,,,4.0,13.0,,,2.0,,,73.0
36,"Iles, Sam",17,6,7,24,,,,,3.0,3.0,,3.0,,,,3.0,19.0,,,,,1.0,95.0
19,"Lynch, Tom",9,7,4,13,1,1.0,,1.0,,2.0,,4.0,1.0,1.0,,,13.0,,2.0,1.0,,,88.0
6 ↑,"Magin, Alik",2,2,6,8,,,,1.0,,2.0,,2.0,,,,4.0,5.0,,,,,,28.0
18,"McKenzie, Trent",16,6,5,21,,,1.0,4.0,4.0,4.0,,3.0,1.0,,,5.0,13.0,,,1.0,,,74.0
51,"McQualter, Andrew",6,4,6,12,,1.0,,5.0,2.0,,,1.0,1.0,1.0,,1.0,12.0,,1.0,1.0,,,82.0
35,"Rischitelli, Michael",4,,3,7,,1.0,,5.0,1.0,1.0,1.0,3.0,1.0,2.0,,4.0,3.0,,,1.0,,,83.0
8,"Russell, Luke",11,8,5,16,1,,1.0,2.0,1.0,3.0,1.0,2.0,,,,4.0,12.0,1.0,1.0,,,,85.0
37,"Sexton, Alex",10,5,4,14,,,,2.0,2.0,2.0,,2.0,,,,2.0,11.0,,,5.0,,1.0,90.0
26,"Shaw, Matt",12,7,7,19,1,,,,3.0,4.0,1.0,1.0,,1.0,,2.0,17.0,,1.0,,2.0,,77.0
25,"Stanley, Danny",13,9,7,20,,,,3.0,2.0,1.0,,2.0,,,,5.0,15.0,2.0,,3.0,,,93.0
16,"Thompson, Rory",7,6,4,11,,,,1.0,,,,1.0,1.0,,,3.0,7.0,1.0,,10.0,,,94.0
14,"Warnock, Matthew",6,4,6,12,,,,2.0,2.0,,,1.0,,1.0,,4.0,6.0,1.0,,2.0,,,97.0
38,"Wilkinson, Joel",6,3,3,9,,,,3.0,3.0,,1.0,3.0,3.0,2.0,,4.0,4.0,,,3.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,108,158,363,7,10.0,32.0,53.0,35.0,36.0,20.0,51.0,18.0,14.0,3.0,110.0,245.0,14.0,12.0,41.0,5.0,4.0,
Opposition,Opposition,247,104,181,428,23,11.0,32.0,59.0,27.0,61.0,50.0,45.0,15.0,16.0,3.0,157.0,272.0,13.0,17.0,53.0,18.0,17.0,
