Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",29y 71d,202 (137-1-64 68.07%),85 (0.42),60 (47-1-12 79.17%),27 (0.45)
17,"Beams, Dayne",23y 173d,87 (65-2-20 75.86%),92 (1.06),←,
11,"Blair, Jarryd",23y 112d,76 (58-1-17 76.97%),62 (0.82),←,
16,"Brown, Nathan",24y 230d,85 (55-1-29 65.29%),7 (0.08),←,
32,"Cloke, Travis",26y 152d,191 (124-2-65 65.45%),336 (1.76),←,
41,"Dwyer, Sam",26y 340d,16 (10-0-6 62.50%),14 (0.88),←,
19,"Elliott, Jamie",20y 348d,32 (22-0-10 68.75%),32 (1.00),←,
6,"Goldsack, Tyson",26y 74d,99 (67-0-32 67.68%),37 (0.37),←,
35,"Grundy, Brodie",19y 111d,2 (2-0-0 100.00%),,←,
23,"Keeffe, Lachlan",23y 112d,17 (14-0-3 82.35%),5 (0.29),←,
21,"Lynch, Quinten",30y 192d,223 (126-0-97 56.50%),287 (1.29),14 (9-0-5 64.29%),6 (0.43)
3,"Macaffer, Brent",25y 157d,47 (33-2-12 72.34%),27 (0.57),←,
5,"Maxwell, Nick",30y 62d,193 (125-2-66 65.28%),29 (0.15),←,
8,"Lumumba, Heritier",26y 262d,174 (117-2-55 67.82%),23 (0.13),←,
10,"Pendlebury, Scott",25y 209d,166 (112-2-52 68.07%),110 (0.66),←,
20,"Reid, Ben",24y 97d,90 (62-2-26 70.00%),19 (0.21),←,
39,"Shaw, Heath",27y 250d,168 (108-2-58 64.88%),37 (0.22),←,
22,"Sidebottom, Steele",22y 214d,103 (76-2-25 74.76%),83 (0.81),←,
28,"Sinclair, Ben",21y 307d,37 (25-0-12 67.57%),18 (0.49),←,
36,"Swan, Dane",29y 160d,214 (135-2-77 63.55%),173 (0.81),←,
24,"Thomas, Josh",21y 307d,14 (11-0-3 78.57%),5 (0.36),←,
46,"Williams, Marley",20y 13d,17 (13-0-4 76.47%),2 (0.12),←,
Totals,Totals,24y 362d,2253 (1497-23-733 66.44%),1483 (0.66),,
C,"Buckley, Nathan",41y 9d,43 (29-0-14 67.44%),,←,
