Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",22y 180d,19 (12-1-6 65.79%),10 (0.53),←,
8,"Bewick, Darren",26y 259d,123 (75-1-47 61.38%),199 (1.62),←,
14,"Calthorpe, David",20y 263d,19 (12-0-7 63.16%),17 (0.89),←,
9,"Cockatoo-Collins, Che",19y 63d,6 (2-0-4 33.33%),11 (1.83),←,
38,"Denham, Sean",25y 8d,80 (45-1-34 56.88%),33 (0.41),36 (21-1-14 59.72%),12 (0.33)
22,"Doolan, Ben",21y 117d,30 (9-1-20 31.67%),4 (0.13),5 (2-0-3 40.00%),
31,"Fletcher, Dustin",19y,22 (14-1-7 65.91%),2 (0.09),←,
29,"Grenvold, David",28y 62d,76 (50-1-25 66.45%),14 (0.18),←,
39,"Hardwick, Damien",21y 262d,2 (1-0-1 50.00%),,←,
1,"Harvey, Mark",28y 330d,163 (107-1-55 65.95%),164 (1.01),←,
11,"Hills, Paul",21y 229d,54 (31-1-22 58.33%),9 (0.17),←,
5,"Hird, James",21y 92d,26 (14-1-11 55.77%),40 (1.54),←,
2,"Mercuri, Mark",20y 75d,29 (17-1-11 60.34%),35 (1.21),←,
41,"OConnor, Ryan",19y 314d,1 (0-0-1 0.00%),1 (1.00),←,
10,"ODonnell, Gary",28y 360d,141 (87-1-53 62.06%),48 (0.34),←,
47,"Olarenshaw, Ricky",21y 95d,22 (15-0-7 68.18%),6 (0.27),←,
3,"Salmon, Paul",29y 107d,188 (113-1-74 60.37%),467 (2.48),←,
12,"Symons, Michael",22y 233d,26 (18-0-8 69.23%),27 (1.04),←,
26,"Thompson, Mark",30y 169d,173 (112-2-59 65.32%),48 (0.28),←,
4,"Wanganeen, Gavin",20y 323d,67 (37-1-29 55.97%),27 (0.40),←,
35,"Young, Barry",23y 315d,54 (19-0-35 35.19%),24 (0.44),1 (0-0-1 0.00%),1 (1.00)
Totals,Totals,23y 184d,1321 (790-15-516 59.80%),1186 (0.90),,
C,"Sheedy, Kevin",46y 134d,313 (203-2-108 65.18%),,←,
