Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,2,6,16,,,,,,,,,1.0,,,,,,,,,,
22,"Bamford, Scott",15,3,7,22,1,,,3.0,,,,,3.0,,,,,,,,,,
5,"Barker, John",9,6,7,16,,,,,,,,,2.0,1.0,,,,,,,,,
41,"Bird, Peter",,,1,1,,,,,,,,,,,,,,,,,,,
1,"Boyd, Brad",9,5,7,16,,,1.0,,,,,,1.0,1.0,,,,,,,,,
30,"Carter, Nick",5,1,5,10,,1.0,,3.0,,,,,,,,,,,,,,,
29,"Cassidy, Brad",3,3,5,8,1,,,1.0,,,,,,1.0,,,,,,,,,
27,"Chandler, Brett",13,4,10,23,,1.0,,3.0,,,,,2.0,,,,,,,,,,
40,"Clayton, Shane",3,2,2,5,,,,1.0,,,,,,,,,,,,,,,
24,"Cummings, Trent",3,1,1,4,,,,,,,,,,,,,,,,,,,
31,"Dent, Matthew",16,9,9,25,1,,,3.0,,,,,,2.0,,,,,,,,,
17,"Hawking, Simon",13,7,2,15,1,1.0,,1.0,,,,,4.0,,,,,,,,,,
2,"Johnson, Chris",7,1,8,15,1,1.0,,3.0,,,,,5.0,2.0,,,,,,,,,
38,"McCarthy, Adam",1,1,3,4,,,,2.0,,,,,,,,,,,,,,,
25,"McCarthy, John",8,6,9,17,1,,1.0,4.0,,,,,,1.0,,,,,,,,,
3,"Mellington, Anthony",6,5,1,7,4,2.0,,,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",5,4,5,10,,,,1.0,,,,,2.0,1.0,,,,,,,,,
4,"Paxman, Stephen",4,5,2,6,1,1.0,,1.0,,,,,,2.0,,,,,,,,,
8,"Pike, Martin",20,5,8,28,,2.0,,2.0,,,,,2.0,3.0,,,,,,,,,
12,"Primus, Matthew",7,3,6,13,,,16.0,,,,,,3.0,2.0,1.0,,,,,,,,
37,"Rombotis, John",5,3,8,13,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,76,112,274,12,11.0,18.0,30.0,,,,,26.0,18.0,1.0,,,,,,,,
Opposition,Opposition,177,86,130,307,17,12.0,10.0,27.0,,,,,18.0,26.0,5.0,,,,,,,,
