Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Bannister, Jordan",13,6,7,20,1,,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,,8.0,12.0,1.0,,2.0,2.0,,87.0
40,"Bentick, Adam",4,2,4,8,,,,2.0,2.0,1.0,1.0,1.0,,,,4.0,4.0,,,,,,48.0
19,"Betts, Eddie",6,4,3,9,1,1.0,,2.0,,2.0,1.0,1.0,2.0,,,4.0,6.0,,1.0,,2.0,,82.0
13,"Blackwell, Luke",3,2,3,6,,,,1.0,,1.0,,,,,,,6.0,,,1.0,1.0,,34.0
27,"Bryan, Chris",3,3,8,11,1,,10.0,1.0,1.0,1.0,,6.0,,1.0,,7.0,4.0,1.0,3.0,3.0,,,59.0
44,"Carrazzo, Andrew",10,1,8,18,,,,3.0,,5.0,1.0,3.0,1.0,1.0,,4.0,14.0,,,2.0,2.0,2.0,84.0
25,"Fevola, Brendan",11,4,1,12,8,3.0,2.0,2.0,,1.0,1.0,3.0,4.0,1.0,2.0,5.0,5.0,,3.0,3.0,,,90.0
14,"Fisher, Brad",11,10,9,20,,2.0,,1.0,,2.0,,2.0,,,,5.0,15.0,2.0,4.0,4.0,,1.0,99.0
11,"French, Barnaby",6,3,2,8,,1.0,13.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,4.0,4.0,1.0,1.0,2.0,,,49.0
33,"Houlihan, Ryan",3,2,8,11,,,,,2.0,,1.0,1.0,,,,3.0,8.0,,,,,,83.0
43,"Koutoufides, Anthony",8,4,8,16,,1.0,,4.0,,4.0,3.0,8.0,,2.0,,7.0,9.0,,,,,1.0,89.0
12,"Lappin, Matthew",21,10,15,36,,1.0,,2.0,5.0,8.0,3.0,2.0,1.0,,,9.0,29.0,,,2.0,3.0,1.0,96.0
20,"McGrath, Cory",4,,3,7,,,,3.0,3.0,1.0,1.0,2.0,2.0,,,4.0,3.0,,,6.0,1.0,,100.0
17,"OhAilpin, Setanta",5,1,2,7,,,,3.0,4.0,,,1.0,1.0,,,3.0,4.0,1.0,,4.0,,,75.0
2,"Russell, Jordan",3,3,2,5,,,,1.0,,2.0,1.0,2.0,1.0,,,1.0,4.0,,,,1.0,,42.0
29,"Scotland, Heath",14,6,10,24,1,,,5.0,2.0,2.0,3.0,4.0,2.0,2.0,,10.0,14.0,,,2.0,,,96.0
6,"Simpson, Kade",15,6,7,22,,,,3.0,5.0,4.0,2.0,3.0,,,,4.0,18.0,,,,8.0,,100.0
24,"Stevens, Nick",19,5,16,35,,,,4.0,1.0,7.0,7.0,,1.0,,,11.0,22.0,,,2.0,1.0,2.0,96.0
32,"Thornton, Bret",6,5,9,15,,,,,3.0,,,,,,,4.0,11.0,,,3.0,3.0,,97.0
30,"Waite, Jarrad",9,9,5,14,1,,,8.0,,2.0,,5.0,,1.0,,4.0,10.0,1.0,3.0,2.0,,,94.0
1,"Walker, Andrew",10,4,7,17,,,,3.0,2.0,1.0,1.0,3.0,1.0,1.0,,4.0,12.0,,,1.0,1.0,,100.0
8,"Whitnall, Lance",11,2,3,14,,,1.0,3.0,6.0,1.0,1.0,,1.0,,,5.0,8.0,,,5.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,92,140,335,13,12.0,26.0,56.0,40.0,50.0,31.0,52.0,21.0,12.0,2.0,110.0,222.0,7.0,15.0,44.0,25.0,7.0,
Opposition,Opposition,187,110,166,353,17,11.0,26.0,43.0,36.0,55.0,33.0,46.0,12.0,21.0,4.0,106.0,249.0,10.0,18.0,29.0,17.0,9.0,
