Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",22y 255d,72 (45-0-27 62.50%),8 (0.11),←,
37,"Chandler, Kade",25y 132d,67 (37-0-30 55.22%),52 (0.78),←,
31,"Fritsch, Bayley",28y 170d,159 (88-1-70 55.66%),262 (1.65),←,
11,"Gawn, Max",33y 146d,235 (116-1-118 49.57%),111 (0.47),←,
42,"Johnson, Aidan",25y 77d,4 (2-0-2 50.00%),2 (0.50),←,
15,"Langdon, Ed",29y 113d,190 (101-1-88 53.42%),82 (0.43),122 (76-1-45 62.70%),49 (0.40)
19,"Langford, Harvey",19y 71d,10 (5-0-5 50.00%),7 (0.70),←,
8,"Lever, Jake",29y 81d,181 (113-1-67 62.71%),5 (0.03),125 (75-1-49 60.40%),2 (0.02)
20,"Lindsay, Xavier",18y 295d,10 (5-0-5 50.00%),,←,
1,"May, Steven",33y 135d,243 (111-2-130 46.09%),24 (0.10),120 (73-1-46 61.25%),3 (0.03)
4,"McVee, Judd",21y 291d,53 (31-0-22 58.49%),1 (0.02),←,
18,"Melksham, Jake",33y 269d,236 (123-1-112 52.33%),197 (0.83),122 (71-0-51 58.20%),140 (1.15)
13,"Oliver, Clayton",27y 307d,193 (107-1-85 55.70%),57 (0.30),←,
5,"Petracca, Christian",29y 141d,200 (112-1-87 56.25%),195 (0.98),←,
35,"Petty, Harry",25y 194d,92 (50-1-41 54.89%),36 (0.39),←,
36,"Pickett, Kysaiah",23y 357d,114 (73-1-40 64.47%),179 (1.57),←,
24,"Rivers, Trent",23y 299d,111 (70-1-40 63.51%),11 (0.10),←,
3,"Salem, Christian",29y 314d,187 (95-1-91 51.07%),27 (0.14),←,
30,"Sharp, Harry",22y 159d,27 (15-1-11 57.41%),12 (0.44),11 (5-0-6 45.45%),8 (0.73)
9,"Spargo, Charlie",25y 181d,107 (69-1-37 64.95%),64 (0.60),←,
32,"Sparrow, Tom",24y 359d,106 (65-1-40 61.79%),41 (0.39),←,
10,"Turner, Daniel",23y 117d,25 (12-0-13 48.00%),22 (0.88),←,
6,"Windsor, Caleb",19y 350d,28 (15-0-13 53.57%),10 (0.36),←,
Totals,Totals,25y 352d,2650 (1460-16-1174 55.09%),1405 (0.53),,
C,"Goodwin, Simon",48y 150d,194 (109-1-84 56.44%),,193 (109-1-83 56.74%),
