Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",14,5,6,20,1,,,2.0,,4.0,4.0,2.0,,1.0,,13.0,7.0,,1.0,2.0,2.0,,
10,"Ashcroft, Marcus",16,8,3,19,1,,,2.0,1.0,3.0,4.0,1.0,,,,7.0,10.0,1.0,,2.0,,,
20,"Black, Simon",14,1,5,19,1,,,3.0,1.0,8.0,13.0,3.0,1.0,,,12.0,5.0,,,3.0,,,
26,"Bolton, Craig",5,2,,5,,1.0,,,,3.0,,1.0,,,,,5.0,,,,,,
36,"Bradshaw, Daniel",2,,,2,,,3.0,,,,,2.0,1.0,,,1.0,,,,1.0,,,
16,"Brown, Jonathan",,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,2.0,,,
32,"Hart, Shaun",11,3,1,12,2,1.0,,3.0,,5.0,2.0,,1.0,1.0,,6.0,6.0,,1.0,3.0,,,
19,"Headland, Des",3,,,3,,,,2.0,,,,2.0,,,,1.0,1.0,,,,,,
31,"Heuskes, Adam",11,9,4,15,,,,,5.0,,,,,,,5.0,11.0,1.0,,3.0,,,
2,"Johnson, Chris",4,,2,6,,,,,1.0,,,,2.0,1.0,,4.0,3.0,,,1.0,,,
44,"Lappin, Nigel",18,4,5,23,1,1.0,,3.0,2.0,6.0,3.0,2.0,1.0,,3.0,13.0,10.0,1.0,1.0,2.0,4.0,,
15,"Lawrence, Steven",7,2,5,12,,,,,,1.0,,4.0,,2.0,,9.0,2.0,,,2.0,,,
23,"Leppitsch, Justin",13,3,4,17,,,,2.0,11.0,2.0,1.0,,,,1.0,6.0,9.0,,,,6.0,,
11,"Lynch, Alastair",15,9,,15,5,5.0,,1.0,,1.0,,6.0,2.0,3.0,2.0,11.0,4.0,6.0,8.0,,,,
17,"Martin, Michael",24,5,3,27,,,,1.0,2.0,6.0,7.0,1.0,1.0,1.0,,13.0,11.0,,,1.0,3.0,,
43,"McDonald, Beau",5,6,4,9,2,1.0,24.0,1.0,,2.0,1.0,,1.0,2.0,,4.0,5.0,1.0,2.0,1.0,,,
4,"McRae, Craig",12,5,3,15,1,,,4.0,1.0,6.0,1.0,1.0,3.0,1.0,,8.0,6.0,,,1.0,,,
7,"Molloy, Jarrod",13,4,7,20,2,3.0,,2.0,,4.0,,1.0,1.0,,,12.0,7.0,,3.0,1.0,2.0,,
22,"Scott, Chris",16,7,8,24,,1.0,,3.0,3.0,7.0,4.0,,1.0,,,11.0,13.0,1.0,,1.0,1.0,,
34,"Shattock, Aaron",4,3,2,6,,,,1.0,,1.0,,,,1.0,,3.0,3.0,,,2.0,,,
3,"Voss, Michael",17,5,7,24,1,,,6.0,2.0,9.0,2.0,3.0,,,,10.0,12.0,1.0,,2.0,2.0,,
33,"White, Darryl",10,4,4,14,,,1.0,1.0,1.0,1.0,,,1.0,,,8.0,6.0,1.0,,2.0,3.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,85,73,307,17,20.0,28.0,38.0,30.0,69.0,42.0,29.0,17.0,14.0,6.0,158.0,136.0,13.0,16.0,32.0,23.0,,
Opposition,Opposition,182,51,98,280,13,14.0,40.0,25.0,40.0,48.0,46.0,31.0,14.0,17.0,,128.0,142.0,12.0,9.0,14.0,6.0,,
