Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Breuer, Shayne",14,9,9,23,,1.0,2.0,4.0,1.0,4.0,3.0,,,,,,,,,,,,
7,"Chalmers, Brett",2,1,,2,,,,,,1.0,,,,,,,,,,,,,
6,"Cummings, Scott",10,7,5,15,5,1.0,,1.0,,,,2.0,,,,,,,,,,,
28,"Daniels, Stephen",2,1,6,8,,,,,2.0,,,,,,,,,,,,,,
37,"Dew, Stuart",17,7,4,21,,1.0,,3.0,3.0,5.0,1.0,3.0,,4.0,,,,,,,,,
19,"Dickie, Donald",10,4,11,21,,2.0,1.0,2.0,,4.0,1.0,3.0,1.0,1.0,,,,,,,,,
11,"Eagleton, Nathan",16,9,6,22,2,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,,
40,"Evans, Paul",2,,,2,,2.0,,1.0,,,,,,,,,,,,,,,
10,"Francou, Josh",14,6,10,24,,1.0,,4.0,2.0,4.0,1.0,3.0,2.0,,1.0,,,,,,,,
12,"Heaver, Brent",,,2,2,,,,1.0,,,,,,1.0,,,,,,,,,
39,"Heuskes, Adam",4,3,4,8,,,1.0,,3.0,,,1.0,,1.0,,,,,,,,,
29,"Kingsley, Adam",13,3,4,17,,,,1.0,1.0,2.0,,2.0,,1.0,,,,,,,,,
20,"Lade, Brendon",12,12,9,21,,,19.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,
22,"Lockwood, Bowen",10,3,2,12,1,,8.0,1.0,,4.0,1.0,1.0,2.0,1.0,,,,,,,,,
9,"Lyle, Brayden",11,6,7,18,,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,
33,"Mead, Darren",11,6,8,19,,,1.0,2.0,4.0,1.0,,1.0,,1.0,3.0,,,,,,,,
13,"Morton, Danny",15,5,4,19,1,,,6.0,1.0,6.0,2.0,3.0,,1.0,,,,,,,,,
4,"Naish, Chris",7,2,6,13,,1.0,,,,4.0,,,,,,,,,,,,,
30,"Poole, Darryl",2,1,3,5,,1.0,5.0,2.0,,,1.0,2.0,,3.0,,,,,,,,,
36,"Stevens, Nick",17,7,9,26,1,,,2.0,1.0,7.0,6.0,,2.0,,,,,,,,,,
1,"Wanganeen, Gavin",11,6,4,15,1,2.0,,4.0,,4.0,1.0,1.0,,2.0,,,,,,,,,
15,"Wilson, Michael",4,2,1,5,,,,,,3.0,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,100,114,318,11,14.0,37.0,41.0,23.0,57.0,19.0,25.0,10.0,18.0,6.0,,,,,,,,
Opposition,Opposition,176,62,131,307,9,9.0,35.0,38.0,37.0,41.0,38.0,28.0,18.0,10.0,,,,,,,,,
