Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",32y 21d,274 (154-0-120 56.20%),244 (0.89),151 (70-0-81 46.36%),124 (0.82)
21,"Black, Heath",28y 299d,187 (75-0-112 40.11%),79 (0.42),133 (53-0-80 39.85%),60 (0.45)
2,"Carr, Josh",27y 328d,171 (111-1-59 65.20%),93 (0.54),66 (34-0-32 51.52%),33 (0.50)
9,"Carr, Matthew",29y 84d,159 (67-1-91 42.45%),66 (0.42),131 (60-0-71 45.80%),64 (0.49)
15,"Crowley, Ryan",24y 17d,51 (27-0-24 52.94%),44 (0.86),←,
25,"Dodd, Steven",24y 276d,60 (32-0-28 53.33%),4 (0.07),←,
33,"Farmer, Jeff",30y 272d,230 (109-0-121 47.39%),461 (2.00),112 (57-0-55 50.89%),202 (1.80)
27,"Gilmore, Daniel",25y 20d,34 (20-0-14 58.82%),9 (0.26),←,
14,"Grover, Antoni",28y 11d,130 (60-0-70 46.15%),17 (0.13),←,
43,"Hayden, Roger",27y 104d,81 (44-0-37 54.32%),7 (0.09),←,
11,"Headland, Des",27y 61d,147 (91-0-56 61.90%),154 (1.05),95 (51-0-44 53.68%),102 (1.07)
17,"Johnson, Mark",29y 304d,195 (112-2-81 57.95%),93 (0.48),1 (0-0-1 0.00%),1 (1.00)
37,"Johnson, Michael",23y 154d,55 (31-0-24 56.36%),8 (0.15),←,
8,"McManus, Shaun",32y 42d,218 (88-0-130 40.37%),93 (0.43),←,
18,"McPharlin, Luke",26y 112d,114 (63-0-51 55.26%),74 (0.65),102 (55-0-47 53.92%),71 (0.70)
16,"Mundy, David",22y 246d,65 (35-0-30 53.85%),13 (0.20),←,
29,"Pavlich, Matthew",26y 82d,176 (79-0-97 44.89%),313 (1.78),←,
7,"Peake, Brett",24y 261d,40 (24-0-16 60.00%),21 (0.52),←,
31,"Sandilands, Aaron",25y 107d,94 (52-0-42 55.32%),26 (0.28),←,
3,"Schammer, Byron",22y 275d,85 (50-0-35 58.82%),27 (0.32),←,
6,"Solomon, Dean",28y 73d,179 (101-1-77 56.70%),67 (0.37),21 (9-0-12 42.86%),11 (0.52)
20,"Tarrant, Chris",27y 186d,183 (84-0-99 45.90%),332 (1.81),22 (9-0-13 40.91%),33 (1.50)
Totals,Totals,27y 2d,2928 (1509-5-1414 51.54%),2245 (0.77),,
C,"Harvey, Mark",42y 285d,8 (4-0-4 50.00%),,←,
