Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 106d,301 (177-0-124 58.80%),140 (0.47),←,
16,"Brown, Leigh",25y 135d,164 (68-1-95 41.77%),72 (0.44),101 (49-1-51 49.01%),52 (0.51)
43,"Campbell, Matt",20y 168d,12 (8-0-4 66.67%),9 (0.75),←,
24,"Firrito, Michael",23y 223d,72 (38-0-34 52.78%),12 (0.17),←,
6,"Grant, Shannon",30y 80d,269 (151-2-116 56.51%),318 (1.18),211 (119-1-91 56.64%),280 (1.33)
15,"Green, Kasey",27y 301d,84 (34-1-49 41.07%),22 (0.26),30 (13-0-17 43.33%),14 (0.47)
31,"Hale, David",23y 47d,68 (29-0-39 42.65%),36 (0.53),←,
4,"Harris, Daniel",25y 59d,105 (52-1-52 50.00%),31 (0.30),←,
29,"Harvey, Brent",29y 55d,230 (129-1-100 56.30%),265 (1.15),←,
21,"Jones, Corey",26y 132d,117 (55-0-62 47.01%),147 (1.26),←,
25,"Lower, Ed",20y 15d,8 (4-0-4 50.00%),2 (0.25),←,
1,"McIntosh, Hamish",22y 307d,32 (14-0-18 43.75%),12 (0.38),←,
42,"McMahon, Scott",21y 36d,5 (4-0-1 80.00%),4 (0.80),←,
20,"Petrie, Drew",24y 266d,120 (58-1-61 48.75%),93 (0.77),←,
30,"Pratt, Daniel",24y 109d,52 (27-0-25 51.92%),4 (0.08),49 (26-0-23 53.06%),3 (0.06)
3,"Rawlings, Brady",26y 28d,147 (76-0-71 51.70%),53 (0.36),←,
7,"Simpson, Adam",31y 142d,256 (150-1-105 58.79%),73 (0.29),←,
9,"Sinclair, Jess",28y 316d,175 (70-1-104 40.29%),68 (0.39),125 (57-1-67 46.00%),42 (0.34)
10,"Smith, Jesse",20y 282d,15 (10-0-5 66.67%),1 (0.07),←,
19,"Swallow, Andrew",20y 36d,26 (12-0-14 46.15%),9 (0.35),←,
36,"Watt, Shannon",26y 224d,120 (61-1-58 51.25%),8 (0.07),←,
8,"Wells, Daniel",22y 155d,93 (46-1-46 50.00%),54 (0.58),←,
Totals,Totals,25y 80d,2471 (1273-11-1187 51.52%),1433 (0.58),,
C,"Laidley, Dani",40y 103d,103 (50-1-52 49.03%),,←,
