Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Ball, Luke",15,4,16,31,,2.0,,6.0,1.0,2.0,5.0,3.0,3.0,1.0,,16.0,15.0,,,1.0,,1.0,83.0
17,"Beams, Dayne",17,4,15,32,,,,3.0,1.0,6.0,5.0,6.0,3.0,,,12.0,20.0,,,,,1.0,89.0
11,"Blair, Jarryd",5,,7,12,,1.0,,3.0,,1.0,1.0,2.0,2.0,,,8.0,5.0,,,,,2.0,86.0
16 ↓,"Brown, Nathan",2,2,4,6,,,,1.0,1.0,1.0,,3.0,,3.0,,3.0,4.0,,,10.0,,,63.0
32,"Cloke, Travis",9,6,2,11,2,3.0,1.0,2.0,,3.0,,1.0,1.0,1.0,,6.0,4.0,4.0,3.0,2.0,,,97.0
41 ↑,"Dwyer, Sam",2,2,5,7,,,,1.0,,1.0,2.0,,,,,4.0,3.0,1.0,,,,,27.0
19,"Elliott, Jamie",11,5,5,16,3,4.0,,2.0,,3.0,,,2.0,,,9.0,8.0,2.0,3.0,1.0,,1.0,84.0
6,"Goldsack, Tyson",4,3,5,9,,,,7.0,1.0,,,1.0,,1.0,,2.0,6.0,,,6.0,,,86.0
35,"Grundy, Brodie",3,,10,13,1,,21.0,2.0,,4.0,1.0,4.0,,3.0,,5.0,8.0,,,3.0,,,78.0
23,"Keeffe, Lachlan",8,6,6,14,,,,1.0,3.0,,,2.0,,1.0,,6.0,10.0,1.0,,3.0,,,89.0
21,"Lynch, Quinten",7,7,4,11,,1.0,10.0,1.0,3.0,2.0,,2.0,,2.0,,1.0,10.0,,1.0,1.0,,,88.0
3,"Macaffer, Brent",13,3,4,17,,1.0,,5.0,1.0,2.0,2.0,2.0,,1.0,,4.0,12.0,,2.0,,,1.0,88.0
5,"Maxwell, Nick",6,6,7,13,,,,2.0,2.0,2.0,,3.0,,1.0,,3.0,11.0,1.0,,3.0,,,86.0
8,"Lumumba, Heritier",14,5,9,23,1,1.0,,6.0,2.0,1.0,2.0,4.0,,1.0,,5.0,17.0,1.0,1.0,5.0,,,87.0
10,"Pendlebury, Scott",11,2,24,35,1,,,7.0,1.0,5.0,5.0,5.0,2.0,2.0,3.0,14.0,22.0,,,1.0,4.0,1.0,88.0
20,"Reid, Ben",7,4,4,11,2,1.0,,,,4.0,,2.0,1.0,1.0,,5.0,5.0,2.0,2.0,,,1.0,86.0
39,"Shaw, Heath",8,5,7,15,,,,,4.0,,,2.0,1.0,1.0,,4.0,9.0,1.0,,3.0,,,88.0
22,"Sidebottom, Steele",16,4,7,23,2,,,5.0,,3.0,2.0,,1.0,,,7.0,14.0,,,,1.0,,94.0
28,"Sinclair, Ben",9,4,7,16,,,,2.0,1.0,3.0,,,,,,3.0,14.0,,,1.0,4.0,,83.0
36,"Swan, Dane",13,1,18,31,,,,4.0,3.0,4.0,7.0,1.0,,,2.0,13.0,18.0,,,,3.0,,74.0
24,"Thomas, Josh",13,4,8,21,2,,,2.0,,8.0,3.0,4.0,1.0,1.0,,12.0,10.0,,,1.0,,2.0,75.0
46,"Williams, Marley",13,6,8,21,,,,2.0,4.0,2.0,1.0,1.0,,1.0,,5.0,19.0,,,3.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,83,182,388,14,16.0,32.0,64.0,28.0,57.0,36.0,48.0,17.0,21.0,5.0,147.0,244.0,13.0,12.0,44.0,12.0,10.0,
Opposition,Opposition,175,65,143,318,10,11.0,49.0,66.0,39.0,38.0,39.0,45.0,21.0,17.0,1.0,134.0,178.0,8.0,10.0,46.0,7.0,6.0,
