Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
22,"Blakey, Nick",21y 84d,46 (18-0-28 39.13%),29 (0.63),←,
4,"Clarke, Ryan",23y 339d,66 (24-0-42 36.36%),11 (0.17),26 (7-0-19 26.92%),3 (0.12)
7,"Cunningham, Harry",27y 167d,140 (82-0-58 58.57%),48 (0.34),←,
34,"Dawson, Jordan",24y 43d,51 (21-0-30 41.18%),25 (0.49),←,
13,"Florent, Oliver",22y 304d,80 (37-0-43 46.25%),28 (0.35),←,
42,"Fox, Robbie",28y 36d,41 (13-0-28 31.71%),8 (0.20),←,
23,"Franklin, Lance",34y 112d,306 (192-1-113 62.91%),963 (3.15),124 (83-0-41 66.94%),383 (3.09)
9,"Hayward, Will",22y 208d,76 (36-0-40 47.37%),79 (1.04),←,
5,"Heeney, Isaac",25y 17d,116 (72-0-44 62.07%),125 (1.08),←,
29,"Hewett, George",25y 144d,107 (62-0-45 57.94%),32 (0.30),←,
31,"Hickey, Tom",30y 77d,111 (41-2-68 37.84%),38 (0.34),9 (6-0-3 66.67%),6 (0.67)
12,"Kennedy, Josh",32y 336d,268 (161-2-105 60.45%),151 (0.56),255 (156-2-97 61.57%),147 (0.58)
44,"Lloyd, Jake",27y 244d,164 (99-0-65 60.37%),31 (0.19),←,
30,"McCartin, Tom",21y 143d,57 (27-0-30 47.37%),28 (0.49),←,
41,"McLean, Hayden",22y 122d,17 (6-0-11 35.29%),13 (0.76),←,
14,"Mills, Callum",24y 50d,102 (54-0-48 52.94%),7 (0.07),←,
11,"Papley, Tom",24y 313d,109 (61-0-48 55.96%),163 (1.50),←,
26,"Parker, Luke",28y 209d,222 (135-1-86 61.04%),166 (0.75),←,
24,"Rampe, Dane",30y 354d,177 (112-1-64 63.56%),6 (0.03),←,
8,"Rowbottom, James",20y 245d,34 (12-0-22 35.29%),11 (0.32),←,
3,"Stephens, Dylan",20y 134d,11 (3-0-8 27.27%),3 (0.27),←,
1,"Warner, Chad",20y 3d,12 (6-0-6 50.00%),8 (0.67),←,
45,"Wicks, Sam",21y 250d,17 (8-0-9 47.06%),10 (0.59),←,
Totals,Totals,25y 92d,2330 (1282-7-1041 55.02%),1983 (0.85),,
C,"Longmire, John",50y 142d,245 (150-2-93 61.63%),,←,
