Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
1,"Charles, Sean",22y 5d,34 (12-0-22 35.29%),52 (1.53),←,
23,"Clarkson, Alastair",29y 26d,124 (50-2-72 41.13%),81 (0.65),31 (8-0-23 25.81%),20 (0.65)
31,"Cockatoo-Collins, Don",19y 52d,5 (0-0-5 0.00%),,←,
33,"Farmer, Jeff",19y 333d,33 (7-0-26 21.21%),51 (1.55),←,
20,"Febey, Matthew",27y 277d,101 (43-0-58 42.57%),27 (0.27),←,
32,"Gaspar, Damien",22y 56d,25 (6-0-19 24.00%),,←,
15,"Hopgood, Paul",23y 306d,68 (30-0-38 44.12%),6 (0.09),←,
27,"Ingerson, Anthony",27y 222d,64 (23-0-41 35.94%),39 (0.61),27 (7-0-20 25.93%),14 (0.52)
36,"Leoncelli, Andrew",22y 310d,15 (3-0-12 20.00%),3 (0.20),←,
17,"Lovett, Brett",31y 3d,226 (119-1-106 52.88%),45 (0.20),←,
35,"McDonald, Anthony",24y 344d,6 (0-0-6 0.00%),2 (0.33),←,
18,"Nettelbeck, Craig",24y 362d,74 (18-2-54 25.68%),39 (0.53),29 (8-0-21 27.59%),12 (0.41)
14,"Newton, Leigh",21y 59d,5 (0-0-5 0.00%),3 (0.60),←,
38,"OBrien, Darren",28y 62d,15 (3-0-12 20.00%),7 (0.47),←,
4,"Obst, Andrew",32y 277d,139 (68-0-71 48.92%),58 (0.42),←,
16,"Pyman, Robert",25y 229d,30 (12-0-18 40.00%),13 (0.43),9 (1-0-8 11.11%),4 (0.44)
10,"Seecamp, Marcus",24y 300d,92 (32-0-60 34.78%),15 (0.16),41 (14-0-27 34.15%),5 (0.12)
11,"Stynes, Jim",31y 30d,231 (119-1-111 51.73%),125 (0.54),←,
12,"Viney, Todd",31y 54d,181 (88-1-92 48.90%),64 (0.35),←,
22,"Woewodin, Shane",20y 315d,9 (1-0-8 11.11%),1 (0.11),←,
13,"Yze, Adem",19y 244d,34 (11-0-23 32.35%),14 (0.41),←,
Totals,Totals,25y 97d,1511 (645-7-859 42.69%),645 (0.43),,
C,"Balme, Neil",45y 128d,98 (41-0-57 41.84%),,←,
