Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
16,"Bone, Randall",22y 222d,24 (14-0-10 58.33%),17 (0.71),12 (6-0-6 50.00%),4 (0.33)
27,"Chick, Daniel",20y 133d,12 (5-1-6 45.83%),5 (0.42),←,
5,"Collins, Andrew",31y 58d,202 (129-1-72 64.11%),36 (0.18),←,
3,"Condon, Anthony",28y 199d,131 (90-0-41 68.70%),45 (0.34),←,
9,"Crawford, Shane",21y 287d,69 (35-1-33 51.45%),61 (0.88),←,
19,"Dunstall, Jason",31y 313d,237 (164-1-72 69.41%),1123 (4.74),←,
34,"Graham, Mark",23y 101d,54 (25-1-28 47.22%),8 (0.15),←,
15,"Harford, Daniel",19y 95d,22 (8-0-14 36.36%),11 (0.50),←,
22,"Hargreaves, Tim",21y 23d,35 (14-1-20 41.43%),52 (1.49),←,
2,"Holland, Nick",21y 329d,27 (9-1-17 35.19%),16 (0.59),←,
17,"Hudson, Paul",25y 338d,124 (74-0-50 59.68%),250 (2.02),←,
1,"Jencke, Ray",30y 89d,178 (115-1-62 64.89%),27 (0.15),←,
11,"Kappler, Darren",31y 151d,154 (49-1-104 32.14%),130 (0.84),8 (4-1-3 56.25%),5 (0.63)
14,"Krummel, Brendan",23y 364d,13 (7-0-6 53.85%),3 (0.23),3 (1-0-2 33.33%),
7,"McCabe, Luke",19y 317d,11 (6-0-5 54.55%),3 (0.27),←,
44,"Platten, John",33y 97d,231 (153-1-77 66.45%),209 (0.90),←,
10,"Robran, Jonathon",23y 245d,14 (6-0-8 42.86%),,←,
21,"Stevenson, Shayne",26y 10d,35 (10-1-24 30.00%),31 (0.89),24 (10-1-13 43.75%),22 (0.92)
6,"Taylor, Richard",22y 344d,24 (11-1-12 47.92%),12 (0.50),←,
33,"Treleven, Craig",26y 8d,12 (5-1-6 45.83%),4 (0.33),←,
30,"Woods, Tony",26y 356d,60 (25-1-34 42.50%),12 (0.20),29 (9-1-19 32.76%),2 (0.07)
Totals,Totals,25y 125d,1669 (954-14-701 57.16%),2055 (1.23),,
C,"Judge, Ken",38y 159d,12 (5-1-6 45.83%),,←,
