Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",11,5,6,17,,1.0,,3.0,3.0,4.0,,,,,,1.0,15.0,,,2.0,1.0,1.0,89.0
20,"Boyle, Tim",7,6,1,8,3,,,1.0,,4.0,1.0,1.0,,1.0,,2.0,6.0,,3.0,1.0,,2.0,76.0
30,"Brown, Campbell",11,5,7,18,,,,,3.0,1.0,,3.0,,2.0,2.0,6.0,11.0,2.0,,6.0,6.0,,100.0
39,"Campbell, Robert",3,2,6,9,,,22.0,2.0,,1.0,1.0,,,,,5.0,3.0,,,2.0,,,51.0
9,"Crawford, Shane",13,8,14,27,,,,6.0,1.0,7.0,6.0,3.0,2.0,1.0,1.0,11.0,19.0,,,3.0,,1.0,92.0
24,"Croad, Trent",8,7,3,11,,1.0,1.0,,2.0,2.0,,5.0,2.0,2.0,,4.0,8.0,1.0,1.0,1.0,,,88.0
19,"Dixon, Ben",6,3,2,8,3,,,2.0,,,,1.0,1.0,1.0,,4.0,4.0,,3.0,,,2.0,75.0
23,"Franklin, Lance",13,8,5,18,9,2.0,,3.0,,1.0,,5.0,1.0,2.0,3.0,6.0,12.0,1.0,7.0,,,1.0,100.0
27,"Gilham, Stephen",4,3,5,9,,,,,2.0,,1.0,,,,,2.0,8.0,,,8.0,,,100.0
18,"Guerra, Brent",13,4,3,16,,,,2.0,6.0,2.0,1.0,2.0,1.0,1.0,,4.0,12.0,,,4.0,2.0,,81.0
15,"Hodge, Luke",9,5,7,16,1,,,4.0,2.0,2.0,1.0,3.0,,2.0,,5.0,11.0,,,2.0,,,100.0
4,"Ladson, Rick",12,3,10,22,,1.0,,2.0,2.0,5.0,1.0,2.0,1.0,1.0,,7.0,15.0,1.0,,,,2.0,88.0
3,"Lewis, Jordan",18,8,6,24,1,,,1.0,2.0,4.0,1.0,1.0,1.0,,,4.0,20.0,,1.0,,1.0,1.0,88.0
22,"McGlynn, Ben",13,7,6,19,,,,2.0,1.0,6.0,2.0,3.0,2.0,1.0,,7.0,12.0,,,2.0,,,77.0
5,"Mitchell, Sam",12,3,11,23,,,,4.0,1.0,5.0,3.0,4.0,,1.0,,8.0,14.0,,,2.0,2.0,1.0,94.0
29,"Murphy, Tom",7,3,5,12,1,,,3.0,1.0,,,,,,,4.0,8.0,,,4.0,,,95.0
7,"Osborne, Michael",8,4,3,11,,,,,,2.0,,4.0,1.0,2.0,,1.0,10.0,,,5.0,,,76.0
2,"Roughead, Jarryd",5,5,1,6,2,1.0,,,,,,5.0,,1.0,,2.0,4.0,1.0,4.0,,,,65.0
12,"Sewell, Brad",10,4,15,25,,,,7.0,,5.0,7.0,1.0,1.0,1.0,,14.0,10.0,,,3.0,1.0,,86.0
13,"Taylor, Simon",7,6,5,12,,,21.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,,4.0,7.0,1.0,,1.0,,1.0,49.0
21,"Vandenberg, Richard",6,3,6,12,,,,1.0,2.0,3.0,,1.0,1.0,,,2.0,11.0,,1.0,,,,55.0
45,"Young, Clinton",12,11,6,18,,1.0,,1.0,,5.0,2.0,3.0,1.0,1.0,,2.0,15.0,,,1.0,3.0,2.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,113,133,341,20,11.0,44.0,45.0,29.0,63.0,29.0,50.0,16.0,21.0,6.0,105.0,235.0,7.0,20.0,47.0,16.0,14.0,
Opposition,Opposition,222,122,157,379,15,6.0,26.0,46.0,40.0,46.0,46.0,48.0,21.0,15.0,,114.0,263.0,5.0,10.0,49.0,15.0,9.0,
