Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Beveridge, Luke",3,1,1,4,,,,,,,,,1.0,,,,,,,,,,
18,"Cameron, Leon",12,3,11,23,,,,1.0,,,,,1.0,1.0,,,,,,,,,
20,"Ellen, Shane",2,,,2,,,,,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",8,5,4,12,1,2.0,1.0,,,,,,,,,,,,,,,,
1,"Grgic, Ilija",7,6,1,8,4,1.0,1.0,3.0,,,,,1.0,,1.0,,,,,,,,
29,"Griffin, Daryl",10,2,3,13,,,,3.0,,,,,1.0,,,,,,,,,,
37,"Hargraves, Daniel",12,10,3,15,1,1.0,1.0,,,,,,1.0,,,,,,,,,,
10,"Hunter, Mark",18,7,7,25,,,,,,,,,,2.0,,,,,,,,,
4,"Kellett, Nigel",11,5,3,14,,,,2.0,,,,,,1.0,,,,,,,,,
2,"Kolyniuk, Steven",,,,,,,,1.0,,,,,,,,,,,,,,,
12,"Koster, Kym",11,1,10,21,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
39,"Liberatore, Tony",14,2,9,23,,,,6.0,,,,,2.0,1.0,,,,,,,,,
9,"Nicholson, Brad",9,2,1,10,,,,1.0,,,,,2.0,,,,,,,,,,
44,"Osborne, Richard",9,5,4,13,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
22,"Quill, Peter",10,3,5,15,,,,2.0,,,,,1.0,,,,,,,,,,
11,"Romero, Jose",5,1,2,7,1,,,1.0,,,,,,,,,,,,,,,
5,"Smith, Rohan",12,3,3,15,,,,,,,,,,1.0,,,,,,,,,
8,"Southern, Daniel",4,1,1,5,,,,,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",16,2,6,22,,,1.0,2.0,,,,,3.0,1.0,2.0,,,,,,,,
7,"West, Scott",14,4,6,20,,1.0,,1.0,,,,,,1.0,,,,,,,,,
15,"Wynd, Scott",8,4,11,19,,,19.0,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,67,91,286,8,9.0,23.0,26.0,,,,,19.0,12.0,3.0,,,,,,,,
Opposition,Opposition,163,49,65,228,7,10.0,15.0,22.0,,,,,12.0,19.0,3.0,,,,,,,,
